TimeStamp;Частота вращения РСТ (Расчетная);0 - Bad, 1 - Good, 2 - Potential
12:10:02.670;1492.07;1
12:10:02.690;1492.1;1
12:10:02.713;1492.13;1
12:10:02.737;1492.13;1
12:10:02.763;1492.16;1
12:10:02.785;1492.18;1
12:10:02.807;1492.2;1
12:10:02.831;1492.21;1
12:10:02.854;1492.22;1
12:10:02.875;1492.22;1
12:10:02.899;1492.23;1
12:10:02.923;1492.22;1
12:10:02.945;1492.22;1
12:10:02.967;1492.22;1
12:10:02.990;1492.22;1
12:10:03.014;1492.21;1
12:10:03.037;1492.21;1
12:10:03.060;1492.22;1
12:10:03.083;1492.22;1
12:10:03.108;1492.24;1
12:10:03.128;1492.23;1
12:10:03.152;1492.24;1
12:10:03.174;1492.25;1
12:10:03.197;1492.25;1
12:10:03.220;1492.26;1
12:10:03.243;1492.25;1
12:10:03.266;1492.24;1
12:10:03.291;1492.22;1
12:10:03.312;1492.2;1
12:10:03.335;1492.17;1
12:10:03.358;1492.13;1
12:10:03.383;1492.13;1
12:10:03.405;1492.13;1
12:10:03.430;1492.11;1
12:10:03.452;1492.06;1
12:10:03.473;1492.03;1
12:10:03.497;1492.01;1
12:10:03.519;1491.95;1
12:10:03.542;1491.93;1
12:10:03.565;1491.91;1
12:10:03.588;1491.91;1
12:10:03.611;1491.91;1
12:10:03.634;1491.92;1
12:10:03.657;1491.97;1
12:10:03.683;1491.97;1
12:10:03.704;1491.97;1
12:10:03.728;1491.98;1
12:10:03.749;1492.05;1
12:10:03.772;1492.07;1
12:10:03.795;1492.12;1
12:10:03.818;1492.15;1
12:10:03.842;1492.18;1
12:10:03.863;1492.2;1
12:10:03.887;1492.2;1
12:10:03.912;1492.22;1
12:10:03.934;1492.23;1
12:10:03.955;1492.24;1
12:10:03.981;1492.25;1
12:10:04.004;1492.26;1
12:10:04.025;1492.28;1
12:10:04.050;1492.3;1
12:10:04.071;1492.3;1
12:10:04.095;1492.33;1
12:10:04.117;1492.37;1
12:10:04.140;1492.4;1
12:10:04.162;1492.41;1
12:10:04.186;1492.45;1
12:10:04.209;1492.47;1
12:10:04.231;1492.47;1
12:10:04.254;1492.51;1
12:10:04.278;1492.54;1
12:10:04.300;1492.56;1
12:10:04.324;1492.59;1
12:10:04.346;1492.62;1
12:10:04.369;1492.63;1
12:10:04.393;1492.64;1
12:10:04.415;1492.64;1
12:10:04.441;1492.68;1
12:10:04.461;1492.71;1
12:10:04.484;1492.74;1
12:10:04.507;1492.77;1
12:10:04.530;1492.79;1
12:10:04.553;1492.84;1
12:10:04.576;1492.9;1
12:10:04.600;1492.9;1
12:10:04.622;1492.93;1
12:10:04.646;1492.93;1
12:10:04.668;1492.98;1
12:10:04.692;1493.01;1
12:10:04.715;1493.05;1
12:10:04.738;1493.09;1
12:10:04.761;1493.1;1
12:10:04.786;1493.11;1
12:10:04.809;1493.11;1
12:10:04.832;1493.13;1
12:10:04.852;1493.13;1
12:10:04.876;1493.14;1
12:10:04.898;1493.15;1
12:10:04.922;1493.16;1
12:10:04.946;1493.18;1
12:10:04.969;1493.21;1
12:10:04.990;1493.21;1
12:10:05.015;1493.24;1
12:10:05.036;1493.26;1
12:10:05.062;1493.32;1
12:10:05.086;1493.36;1
12:10:05.105;1493.4;1
12:10:05.130;1493.4;1
12:10:05.151;1493.43;1
12:10:05.175;1493.46;1
12:10:05.198;1493.49;1
12:10:05.220;1493.53;1
12:10:05.246;1493.56;1
12:10:05.269;1493.56;1
12:10:05.290;1493.56;1
12:10:05.312;1493.58;1
12:10:05.335;1493.6;1
12:10:05.361;1493.61;1
12:10:05.387;1493.62;1
12:10:05.406;1493.64;1
12:10:05.427;1493.66;1
12:10:05.451;1493.66;1
12:10:05.474;1493.66;1
12:10:05.497;1493.66;1
12:10:05.521;1493.65;1
12:10:05.543;1493.64;1
12:10:05.565;1493.61;1
12:10:05.588;1493.61;1
12:10:05.612;1493.61;1
12:10:05.636;1493.61;1
12:10:05.657;1493.61;1
12:10:05.685;1493.63;1
12:10:05.705;1493.68;1
12:10:05.729;1493.7;1
12:10:05.750;1493.72;1
12:10:05.772;1493.74;1
12:10:05.795;1493.74;1
12:10:05.818;1493.77;1
12:10:05.841;1493.77;1
12:10:05.867;1493.78;1
12:10:05.887;1493.78;1
12:10:05.910;1493.77;1
12:10:05.933;1493.77;1
12:10:05.956;1493.77;1
12:10:05.980;1493.77;1
12:10:06.002;1493.78;1
12:10:06.025;1493.8;1
12:10:06.048;1493.82;1
12:10:06.071;1493.84;1
12:10:06.094;1493.87;1
12:10:06.117;1493.87;1
12:10:06.140;1493.89;1
12:10:06.163;1493.92;1
12:10:06.187;1493.92;1
12:10:06.209;1493.95;1
12:10:06.232;1493.98;1
12:10:06.255;1494.01;1
12:10:06.280;1494.01;1
12:10:06.301;1494.02;1
12:10:06.324;1494.05;1
12:10:06.350;1494.06;1
12:10:06.370;1494.1;1
12:10:06.393;1494.14;1
12:10:06.416;1494.14;1
12:10:06.439;1494.15;1
12:10:06.465;1494.19;1
12:10:06.485;1494.21;1
12:10:06.508;1494.24;1
12:10:06.531;1494.27;1
12:10:06.554;1494.32;1
12:10:06.577;1494.32;1
12:10:06.600;1494.34;1
12:10:06.623;1494.37;1
12:10:06.646;1494.37;1
12:10:06.669;1494.42;1
12:10:06.692;1494.42;1
12:10:06.715;1494.45;1
12:10:06.738;1494.45;1
12:10:06.761;1494.45;1
12:10:06.784;1494.46;1
12:10:06.809;1494.46;1
12:10:06.831;1494.45;1
12:10:06.854;1494.45;1
12:10:06.876;1494.41;1
12:10:06.899;1494.41;1
12:10:06.922;1494.39;1
12:10:06.945;1494.35;1
12:10:06.968;1494.33;1
12:10:06.991;1494.27;1
12:10:07.016;1494.24;1
12:10:07.039;1494.24;1
12:10:07.061;1494.22;1
12:10:07.086;1494.2;1
12:10:07.108;1494.15;1
12:10:07.131;1494.13;1
12:10:07.154;1494.13;1
12:10:07.175;1494.1;1
12:10:07.200;1494.08;1
12:10:07.222;1494.06;1
12:10:07.244;1494.05;1
12:10:07.269;1494.03;1
12:10:07.291;1494.03;1
12:10:07.314;1494.03;1
12:10:07.337;1494.01;1
12:10:07.359;1494.02;1
12:10:07.387;1494.01;1
12:10:07.407;1494.02;1
12:10:07.428;1494.02;1
12:10:07.452;1494.02;1
12:10:07.474;1494.05;1
12:10:07.497;1494.05;1
12:10:07.520;1494.07;1
12:10:07.543;1494.1;1
12:10:07.569;1494.13;1
12:10:07.589;1494.15;1
12:10:07.612;1494.19;1
12:10:07.635;1494.23;1
12:10:07.658;1494.23;1
12:10:07.681;1494.26;1
12:10:07.707;1494.32;1
12:10:07.729;1494.36;1
12:10:07.752;1494.39;1
12:10:07.774;1494.39;1
12:10:07.798;1494.48;1
12:10:07.819;1494.51;1
12:10:07.842;1494.6;1
12:10:07.865;1494.66;1
12:10:07.890;1494.66;1
12:10:07.912;1494.71;1
12:10:07.935;1494.77;1
12:10:07.957;1494.8;1
12:10:07.982;1494.83;1
12:10:08.005;1494.83;1
12:10:08.028;1494.87;1
12:10:08.051;1494.94;1
12:10:08.073;1494.97;1
12:10:08.095;1495.02;1
12:10:08.119;1495.08;1
12:10:08.143;1495.14;1
12:10:08.166;1495.14;1
12:10:08.188;1495.19;1
12:10:08.211;1495.24;1
12:10:08.233;1495.3;1
12:10:08.257;1495.35;1
12:10:08.281;1495.4;1
12:10:08.304;1495.43;1
12:10:08.325;1495.43;1
12:10:08.349;1495.47;1
12:10:08.372;1495.5;1
12:10:08.395;1495.52;1
12:10:08.417;1495.54;1
12:10:08.440;1495.56;1
12:10:08.464;1495.56;1
12:10:08.489;1495.6;1
12:10:08.513;1495.63;1
12:10:08.533;1495.69;1
12:10:08.555;1495.75;1
12:10:08.580;1495.78;1
12:10:08.601;1495.84;1
12:10:08.625;1495.84;1
12:10:08.647;1495.89;1
12:10:08.670;1495.93;1
12:10:08.693;1495.96;1
12:10:08.719;1495.98;1
12:10:08.739;1495.98;1
12:10:08.764;1495.98;1
12:10:08.790;1495.98;1
12:10:08.808;1495.98;1
12:10:08.831;1495.98;1
12:10:08.856;1495.95;1
12:10:08.878;1495.95;1
12:10:08.900;1495.93;1
12:10:08.924;1495.89;1
12:10:08.949;1495.87;1
12:10:08.970;1495.87;1
12:10:08.993;1495.85;1
12:10:09.017;1495.81;1
12:10:09.040;1495.8;1
12:10:09.062;1495.78;1
12:10:09.088;1495.78;1
12:10:09.109;1495.78;1
12:10:09.131;1495.78;1
12:10:09.155;1495.8;1
12:10:09.178;1495.82;1
12:10:09.199;1495.84;1
12:10:09.225;1495.88;1
12:10:09.246;1495.91;1
12:10:09.271;1495.95;1
12:10:09.293;1495.99;1
12:10:09.317;1495.99;1
12:10:09.340;1496.02;1
12:10:09.362;1496.04;1
12:10:09.386;1496.07;1
12:10:09.409;1496.07;1
12:10:09.431;1496.08;1
12:10:09.455;1496.08;1
12:10:09.476;1496.08;1
12:10:09.502;1496.08;1
12:10:09.522;1496.07;1
12:10:09.547;1496.07;1
12:10:09.571;1496.07;1
12:10:09.592;1496.07;1
12:10:09.614;1496.07;1
12:10:09.637;1496.09;1
12:10:09.663;1496.11;1
12:10:09.687;1496.13;1
12:10:09.707;1496.15;1
12:10:09.731;1496.2;1
12:10:09.753;1496.2;1
12:10:09.778;1496.25;1
12:10:09.800;1496.27;1
12:10:09.824;1496.29;1
12:10:09.846;1496.33;1
12:10:09.868;1496.37;1
12:10:09.890;1496.41;1
12:10:09.913;1496.43;1
12:10:09.937;1496.43;1
12:10:09.960;1496.47;1
12:10:09.984;1496.49;1
12:10:10.008;1496.53;1
12:10:10.031;1496.53;1
12:10:10.051;1496.61;1
12:10:10.074;1496.61;1
12:10:10.098;1496.66;1
12:10:10.123;1496.73;1
12:10:10.145;1496.79;1
12:10:10.167;1496.83;1
12:10:10.189;1496.86;1
12:10:10.212;1496.89;1
12:10:10.235;1496.96;1
12:10:10.260;1496.96;1
12:10:10.283;1497;1
12:10:10.303;1497.04;1
12:10:10.326;1497.06;1
12:10:10.349;1497.11;1
12:10:10.372;1497.15;1
12:10:10.395;1497.15;1
12:10:10.418;1497.18;1
12:10:10.441;1497.18;1
12:10:10.464;1497.24;1
12:10:10.487;1497.24;1
12:10:10.510;1497.29;1
12:10:10.533;1497.31;1
12:10:10.556;1497.32;1
12:10:10.580;1497.32;1
12:10:10.602;1497.36;1
12:10:10.628;1497.38;1
12:10:10.650;1497.38;1
12:10:10.671;1497.39;1
12:10:10.695;1497.41;1
12:10:10.719;1497.41;1
12:10:10.740;1497.42;1
12:10:10.763;1497.42;1
12:10:10.786;1497.42;1
12:10:10.810;1497.42;1
12:10:10.833;1497.4;1
12:10:10.855;1497.41;1
12:10:10.880;1497.41;1
12:10:10.901;1497.41;1
12:10:10.924;1497.43;1
12:10:10.947;1497.45;1
12:10:10.972;1497.49;1
12:10:10.994;1497.51;1
12:10:11.017;1497.51;1
12:10:11.039;1497.53;1
12:10:11.065;1497.55;1
12:10:11.088;1497.6;1
12:10:11.110;1497.62;1
12:10:11.131;1497.67;1
12:10:11.155;1497.67;1
12:10:11.179;1497.7;1
12:10:11.200;1497.73;1
12:10:11.226;1497.77;1
12:10:11.248;1497.79;1
12:10:11.270;1497.79;1
12:10:11.294;1497.8;1
12:10:11.317;1497.8;1
12:10:11.338;1497.79;1
12:10:11.361;1497.77;1
12:10:11.385;1497.76;1
12:10:11.407;1497.75;1
12:10:11.430;1497.73;1
12:10:11.453;1497.71;1
12:10:11.477;1497.71;1
12:10:11.499;1497.67;1
12:10:11.523;1497.64;1
12:10:11.545;1497.62;1
12:10:11.569;1497.59;1
12:10:11.592;1497.52;1
12:10:11.614;1497.52;1
12:10:11.640;1497.48;1
12:10:11.662;1497.41;1
12:10:11.684;1497.39;1
12:10:11.706;1497.36;1
12:10:11.729;1497.32;1
12:10:11.753;1497.29;1
12:10:11.775;1497.29;1
12:10:11.798;1497.27;1
12:10:11.822;1497.26;1
12:10:11.844;1497.24;1
12:10:11.869;1497.25;1
12:10:11.891;1497.27;1
12:10:11.914;1497.27;1
12:10:11.937;1497.28;1
12:10:11.959;1497.31;1
12:10:11.987;1497.34;1
12:10:12.007;1497.41;1
12:10:12.030;1497.41;1
12:10:12.052;1497.52;1
12:10:12.074;1497.52;1
12:10:12.097;1497.59;1
12:10:12.120;1497.63;1
12:10:12.143;1497.69;1
12:10:12.169;1497.74;1
12:10:12.189;1497.78;1
12:10:12.212;1497.81;1
12:10:12.235;1497.85;1
12:10:12.258;1497.85;1
12:10:12.284;1497.88;1
12:10:12.306;1497.92;1
12:10:12.329;1497.93;1
12:10:12.351;1497.96;1
12:10:12.375;1497.96;1
12:10:12.398;1497.95;1
12:10:12.422;1497.95;1
12:10:12.444;1497.93;1
12:10:12.466;1497.93;1
12:10:12.488;1497.91;1
12:10:12.511;1497.91;1
12:10:12.535;1497.91;1
12:10:12.558;1497.91;1
12:10:12.583;1497.93;1
12:10:12.604;1497.94;1
12:10:12.628;1497.98;1
12:10:12.650;1497.98;1
12:10:12.674;1498.03;1
12:10:12.695;1498.06;1
12:10:12.719;1498.11;1
12:10:12.741;1498.17;1
12:10:12.767;1498.21;1
12:10:12.789;1498.27;1
12:10:12.810;1498.36;1
12:10:12.834;1498.36;1
12:10:12.858;1498.39;1
12:10:12.884;1498.43;1
12:10:12.905;1498.46;1
12:10:12.925;1498.46;1
12:10:12.948;1498.48;1
12:10:12.971;1498.48;1
12:10:12.996;1498.47;1
12:10:13.020;1498.45;1
12:10:13.041;1498.43;1
12:10:13.065;1498.41;1
12:10:13.086;1498.41;1
12:10:13.112;1498.42;1
12:10:13.134;1498.42;1
12:10:13.156;1498.44;1
12:10:13.180;1498.46;1
12:10:13.202;1498.49;1
12:10:13.226;1498.54;1
12:10:13.249;1498.57;1
12:10:13.272;1498.57;1
12:10:13.295;1498.6;1
12:10:13.317;1498.63;1
12:10:13.339;1498.64;1
12:10:13.362;1498.65;1
12:10:13.386;1498.67;1
12:10:13.409;1498.67;1
12:10:13.431;1498.67;1
12:10:13.455;1498.68;1
12:10:13.479;1498.68;1
12:10:13.502;1498.69;1
12:10:13.525;1498.69;1
12:10:13.547;1498.7;1
12:10:13.569;1498.7;1
12:10:13.594;1498.7;1
12:10:13.617;1498.71;1
12:10:13.641;1498.72;1
12:10:13.661;1498.73;1
12:10:13.686;1498.74;1
12:10:13.707;1498.76;1
12:10:13.730;1498.78;1
12:10:13.754;1498.78;1
12:10:13.777;1498.8;1
12:10:13.799;1498.82;1
12:10:13.824;1498.83;1
12:10:13.845;1498.83;1
12:10:13.869;1498.83;1
12:10:13.893;1498.86;1
12:10:13.914;1498.87;1
12:10:13.938;1498.88;1
12:10:13.961;1498.9;1
12:10:13.984;1498.91;1
12:10:14.009;1498.92;1
12:10:14.031;1498.95;1
12:10:14.053;1498.95;1
12:10:14.075;1498.98;1
12:10:14.101;1498.98;1
12:10:14.122;1499.02;1
12:10:14.147;1499.04;1
12:10:14.167;1499.05;1
12:10:14.191;1499.08;1
12:10:14.215;1499.08;1
12:10:14.239;1499.1;1
12:10:14.261;1499.12;1
12:10:14.284;1499.14;1
12:10:14.305;1499.18;1
12:10:14.328;1499.2;1
12:10:14.352;1499.2;1
12:10:14.374;1499.23;1
12:10:14.397;1499.25;1
12:10:14.421;1499.29;1
12:10:14.446;1499.32;1
12:10:14.468;1499.33;1
12:10:14.491;1499.34;1
12:10:14.513;1499.34;1
12:10:14.535;1499.36;1
12:10:14.561;1499.38;1
12:10:14.584;1499.4;1
12:10:14.607;1499.42;1
12:10:14.630;1499.43;1
12:10:14.651;1499.43;1
12:10:14.675;1499.46;1
12:10:14.696;1499.48;1
12:10:14.722;1499.52;1
12:10:14.743;1499.55;1
12:10:14.766;1499.57;1
12:10:14.790;1499.57;1
12:10:14.811;1499.62;1
12:10:14.834;1499.65;1
12:10:14.857;1499.68;1
12:10:14.883;1499.72;1
12:10:14.904;1499.77;1
12:10:14.926;1499.8;1
12:10:14.949;1499.83;1
12:10:14.973;1499.83;1
12:10:14.995;1499.87;1
12:10:15.020;1499.9;1
12:10:15.043;1499.96;1
12:10:15.065;1499.98;1
12:10:15.087;1500.04;1
12:10:15.111;1500.1;1
12:10:15.135;1500.1;1
12:10:15.157;1500.13;1
12:10:15.181;1500.22;1
12:10:15.205;1500.26;1
12:10:15.226;1500.31;1
12:10:15.248;1500.31;1
12:10:15.272;1500.4;1
12:10:15.295;1500.44;1
12:10:15.319;1500.5;1
12:10:15.342;1500.54;1
12:10:15.365;1500.58;1
12:10:15.390;1500.6;1
12:10:15.411;1500.6;1
12:10:15.434;1500.66;1
12:10:15.457;1500.7;1
12:10:15.480;1500.73;1
12:10:15.504;1500.78;1
12:10:15.525;1500.83;1
12:10:15.547;1500.88;1
12:10:15.571;1500.92;1
12:10:15.593;1500.92;1
12:10:15.617;1500.95;1
12:10:15.639;1500.99;1
12:10:15.662;1501.03;1
12:10:15.687;1501.07;1
12:10:15.711;1501.12;1
12:10:15.732;1501.12;1
12:10:15.756;1501.15;1
12:10:15.779;1501.21;1
12:10:15.803;1501.25;1
12:10:15.826;1501.32;1
12:10:15.849;1501.37;1
12:10:15.869;1501.45;1
12:10:15.894;1501.45;1
12:10:15.916;1501.49;1
12:10:15.940;1501.51;1
12:10:15.963;1501.57;1
12:10:15.988;1501.61;1
12:10:16.009;1501.61;1
12:10:16.032;1501.64;1
12:10:16.055;1501.67;1
12:10:16.077;1501.69;1
12:10:16.100;1501.69;1
12:10:16.123;1501.71;1
12:10:16.146;1501.72;1
12:10:16.169;1501.74;1
12:10:16.192;1501.74;1
12:10:16.215;1501.78;1
12:10:16.238;1501.82;1
12:10:16.261;1501.85;1
12:10:16.285;1501.85;1
12:10:16.308;1501.85;1
12:10:16.331;1501.89;1
12:10:16.353;1501.93;1
12:10:16.376;1501.96;1
12:10:16.401;1502;1
12:10:16.425;1502;1
12:10:16.446;1502.02;1
12:10:16.470;1502.03;1
12:10:16.492;1502.03;1
12:10:16.514;1502.04;1
12:10:16.539;1502.04;1
12:10:16.561;1502.04;1
12:10:16.587;1502.04;1
12:10:16.607;1502.04;1
12:10:16.630;1502.04;1
12:10:16.653;1502.04;1
12:10:16.677;1502.04;1
12:10:16.699;1502.03;1
12:10:16.722;1502.03;1
12:10:16.744;1502.03;1
12:10:16.767;1502.01;1
12:10:16.790;1502.01;1
12:10:16.813;1502;1
12:10:16.836;1501.99;1
12:10:16.859;1501.95;1
12:10:16.883;1501.95;1
12:10:16.904;1501.95;1
12:10:16.927;1501.93;1
12:10:16.950;1501.91;1
12:10:16.973;1501.89;1
12:10:16.996;1501.85;1
12:10:17.019;1501.85;1
12:10:17.042;1501.82;1
12:10:17.065;1501.79;1
12:10:17.089;1501.79;1
12:10:17.111;1501.69;1
12:10:17.134;1501.69;1
12:10:17.157;1501.58;1
12:10:17.182;1501.58;1
12:10:17.205;1501.58;1
12:10:17.228;1501.56;1
12:10:17.249;1501.54;1
12:10:17.273;1501.53;1
12:10:17.296;1501.54;1
12:10:17.318;1501.55;1
12:10:17.342;1501.57;1
12:10:17.364;1501.57;1
12:10:17.387;1501.6;1
12:10:17.413;1501.62;1
12:10:17.435;1501.67;1
12:10:17.456;1501.72;1
12:10:17.481;1501.74;1
12:10:17.503;1501.8;1
12:10:17.525;1501.8;1
12:10:17.548;1501.9;1
12:10:17.571;1501.93;1
12:10:17.594;1501.93;1
12:10:17.617;1501.99;1
12:10:17.642;1501.99;1
12:10:17.664;1502.01;1
12:10:17.686;1502.03;1
12:10:17.709;1502.04;1
12:10:17.732;1502.05;1
12:10:17.755;1502.04;1
12:10:17.780;1502.04;1
12:10:17.801;1502.03;1
12:10:17.824;1502.01;1
12:10:17.847;1501.98;1
12:10:17.870;1501.97;1
12:10:17.894;1501.96;1
12:10:17.917;1501.96;1
12:10:17.940;1501.92;1
12:10:17.963;1501.91;1
12:10:17.988;1501.9;1
12:10:18.008;1501.87;1
12:10:18.031;1501.85;1
12:10:18.056;1501.85;1
12:10:18.079;1501.83;1
12:10:18.103;1501.82;1
12:10:18.123;1501.82;1
12:10:18.148;1501.84;1
12:10:18.169;1501.86;1
12:10:18.194;1501.86;1
12:10:18.216;1501.88;1
12:10:18.238;1501.93;1
12:10:18.264;1501.96;1
12:10:18.284;1502;1
12:10:18.307;1502.08;1
12:10:18.331;1502.12;1
12:10:18.354;1502.12;1
12:10:18.378;1502.18;1
12:10:18.401;1502.26;1
12:10:18.423;1502.28;1
12:10:18.445;1502.35;1
12:10:18.471;1502.43;1
12:10:18.492;1502.43;1
12:10:18.514;1502.48;1
12:10:18.540;1502.54;1
12:10:18.561;1502.6;1
12:10:18.585;1502.64;1
12:10:18.608;1502.68;1
12:10:18.629;1502.72;1
12:10:18.652;1502.72;1
12:10:18.675;1502.75;1
12:10:18.698;1502.8;1
12:10:18.722;1502.81;1
12:10:18.745;1502.84;1
12:10:18.767;1502.87;1
12:10:18.791;1502.91;1
12:10:18.815;1502.91;1
12:10:18.836;1502.94;1
12:10:18.862;1503;1
12:10:18.884;1503.02;1
12:10:18.908;1503.09;1
12:10:18.928;1503.12;1
12:10:18.953;1503.16;1
12:10:18.974;1503.16;1
12:10:18.998;1503.22;1
12:10:19.022;1503.28;1
12:10:19.043;1503.33;1
12:10:19.069;1503.41;1
12:10:19.089;1503.44;1
12:10:19.112;1503.49;1
12:10:19.138;1503.49;1
12:10:19.158;1503.56;1
12:10:19.184;1503.59;1
12:10:19.204;1503.63;1
12:10:19.227;1503.67;1
12:10:19.250;1503.67;1
12:10:19.275;1503.68;1
12:10:19.296;1503.74;1
12:10:19.322;1503.76;1
12:10:19.342;1503.79;1
12:10:19.368;1503.82;1
12:10:19.388;1503.83;1
12:10:19.412;1503.83;1
12:10:19.435;1503.86;1
12:10:19.459;1503.89;1
12:10:19.483;1503.92;1
12:10:19.506;1503.96;1
12:10:19.528;1503.96;1
12:10:19.550;1504.01;1
12:10:19.574;1504.05;1
12:10:19.595;1504.12;1
12:10:19.619;1504.18;1
12:10:19.641;1504.23;1
12:10:19.664;1504.23;1
12:10:19.689;1504.32;1
12:10:19.710;1504.36;1
12:10:19.733;1504.41;1
12:10:19.756;1504.45;1
12:10:19.781;1504.48;1
12:10:19.803;1504.48;1
12:10:19.825;1504.51;1
12:10:19.850;1504.53;1
12:10:19.871;1504.54;1
12:10:19.894;1504.55;1
12:10:19.917;1504.56;1
12:10:19.940;1504.56;1
12:10:19.963;1504.56;1
12:10:19.986;1504.56;1
12:10:20.010;1504.57;1
12:10:20.034;1504.57;1
12:10:20.056;1504.57;1
12:10:20.084;1504.57;1
12:10:20.104;1504.58;1
12:10:20.124;1504.59;1
12:10:20.149;1504.59;1
12:10:20.171;1504.61;1
12:10:20.193;1504.64;1
12:10:20.216;1504.66;1
12:10:20.242;1504.68;1
12:10:20.262;1504.68;1
12:10:20.288;1504.73;1
12:10:20.310;1504.77;1
12:10:20.331;1504.79;1
12:10:20.355;1504.82;1
12:10:20.379;1504.84;1
12:10:20.400;1504.87;1
12:10:20.423;1504.89;1
12:10:20.447;1504.89;1
12:10:20.469;1504.94;1
12:10:20.492;1504.94;1
12:10:20.515;1504.95;1
12:10:20.540;1504.98;1
12:10:20.562;1504.98;1
12:10:20.587;1505;1
12:10:20.607;1505.03;1
12:10:20.630;1505.07;1
12:10:20.653;1505.09;1
12:10:20.676;1505.13;1
12:10:20.699;1505.15;1
12:10:20.722;1505.18;1
12:10:20.745;1505.2;1
12:10:20.768;1505.23;1
12:10:20.791;1505.25;1
12:10:20.815;1505.26;1
12:10:20.839;1505.26;1
12:10:20.860;1505.28;1
12:10:20.886;1505.35;1
12:10:20.907;1505.42;1
12:10:20.930;1505.47;1
12:10:20.954;1505.47;1
12:10:20.977;1505.55;1
12:10:20.999;1505.62;1
12:10:21.022;1505.67;1
12:10:21.044;1505.74;1
12:10:21.068;1505.76;1
12:10:21.091;1505.8;1
12:10:21.113;1505.8;1
12:10:21.136;1505.84;1
12:10:21.159;1505.87;1
12:10:21.182;1505.9;1
12:10:21.206;1505.93;1
12:10:21.228;1505.95;1
12:10:21.251;1505.95;1
12:10:21.274;1505.96;1
12:10:21.300;1505.97;1
12:10:21.320;1505.97;1
