TimeStamp;Частота вращения РСТ (Расчетная);0 - Bad, 1 - Good, 2 - Potential
12:10:46.713;1509.84;1
12:10:46.735;1509.87;1
12:10:46.759;1509.87;1
12:10:46.783;1509.91;1
12:10:46.806;1509.93;1
12:10:46.827;1509.98;1
12:10:46.852;1510.02;1
12:10:46.875;1510.07;1
12:10:46.900;1510.07;1
12:10:46.921;1510.11;1
12:10:46.942;1510.14;1
12:10:46.966;1510.18;1
12:10:46.991;1510.2;1
12:10:47.012;1510.24;1
12:10:47.036;1510.24;1
12:10:47.059;1510.27;1
12:10:47.084;1510.3;1
12:10:47.105;1510.31;1
12:10:47.127;1510.36;1
12:10:47.149;1510.38;1
12:10:47.172;1510.44;1
12:10:47.196;1510.48;1
12:10:47.221;1510.48;1
12:10:47.243;1510.52;1
12:10:47.265;1510.53;1
12:10:47.287;1510.55;1
12:10:47.311;1510.58;1
12:10:47.335;1510.58;1
12:10:47.357;1510.6;1
12:10:47.382;1510.61;1
12:10:47.402;1510.62;1
12:10:47.425;1510.62;1
12:10:47.448;1510.63;1
12:10:47.474;1510.63;1
12:10:47.495;1510.63;1
12:10:47.517;1510.63;1
12:10:47.540;1510.61;1
12:10:47.563;1510.6;1
12:10:47.586;1510.6;1
12:10:47.609;1510.6;1
12:10:47.632;1510.6;1
12:10:47.655;1510.61;1
12:10:47.681;1510.64;1
12:10:47.702;1510.65;1
12:10:47.724;1510.67;1
12:10:47.747;1510.67;1
12:10:47.773;1510.71;1
12:10:47.795;1510.73;1
12:10:47.817;1510.75;1
12:10:47.839;1510.78;1
12:10:47.864;1510.81;1
12:10:47.886;1510.81;1
12:10:47.911;1510.86;1
12:10:47.932;1510.88;1
12:10:47.954;1510.9;1
12:10:47.980;1510.93;1
12:10:48.001;1510.93;1
12:10:48.024;1510.94;1
12:10:48.048;1510.95;1
12:10:48.069;1510.95;1
12:10:48.092;1510.94;1
12:10:48.116;1510.94;1
12:10:48.138;1510.93;1
12:10:48.161;1510.93;1
12:10:48.184;1510.93;1
12:10:48.208;1510.93;1
12:10:48.231;1510.94;1
12:10:48.256;1510.94;1
12:10:48.279;1510.96;1
12:10:48.300;1510.96;1
12:10:48.323;1510.96;1
12:10:48.345;1510.97;1
12:10:48.371;1510.97;1
12:10:48.393;1510.96;1
12:10:48.417;1510.95;1
12:10:48.438;1510.94;1
12:10:48.460;1510.94;1
12:10:48.484;1510.91;1
12:10:48.507;1510.9;1
12:10:48.532;1510.86;1
12:10:48.553;1510.85;1
12:10:48.577;1510.85;1
12:10:48.600;1510.82;1
12:10:48.623;1510.82;1
12:10:48.644;1510.78;1
12:10:48.670;1510.76;1
12:10:48.692;1510.71;1
12:10:48.714;1510.7;1
12:10:48.740;1510.7;1
12:10:48.760;1510.63;1
12:10:48.783;1510.62;1
12:10:48.807;1510.57;1
12:10:48.832;1510.55;1
12:10:48.852;1510.51;1
12:10:48.878;1510.47;1
12:10:48.900;1510.47;1
12:10:48.921;1510.44;1
12:10:48.946;1510.43;1
12:10:48.969;1510.42;1
12:10:48.990;1510.41;1
12:10:49.013;1510.4;1
12:10:49.038;1510.4;1
12:10:49.059;1510.4;1
12:10:49.084;1510.4;1
12:10:49.105;1510.4;1
12:10:49.128;1510.38;1
12:10:49.153;1510.39;1
12:10:49.175;1510.39;1
12:10:49.198;1510.38;1
12:10:49.220;1510.38;1
12:10:49.244;1510.38;1
12:10:49.266;1510.38;1
12:10:49.290;1510.39;1
12:10:49.312;1510.42;1
12:10:49.335;1510.42;1
12:10:49.358;1510.46;1
12:10:49.383;1510.5;1
12:10:49.404;1510.52;1
12:10:49.427;1510.53;1
12:10:49.452;1510.53;1
12:10:49.475;1510.56;1
12:10:49.496;1510.58;1
12:10:49.519;1510.61;1
12:10:49.542;1510.63;1
12:10:49.567;1510.63;1
12:10:49.588;1510.66;1
12:10:49.611;1510.69;1
12:10:49.634;1510.72;1
12:10:49.657;1510.73;1
12:10:49.683;1510.74;1
12:10:49.703;1510.73;1
12:10:49.728;1510.73;1
12:10:49.749;1510.7;1
12:10:49.774;1510.68;1
12:10:49.795;1510.66;1
12:10:49.819;1510.64;1
12:10:49.840;1510.62;1
12:10:49.864;1510.62;1
12:10:49.886;1510.62;1
12:10:49.909;1510.63;1
12:10:49.932;1510.64;1
12:10:49.957;1510.65;1
12:10:49.982;1510.66;1
12:10:50.002;1510.65;1
12:10:50.024;1510.65;1
12:10:50.049;1510.66;1
12:10:50.071;1510.66;1
12:10:50.093;1510.67;1
12:10:50.116;1510.68;1
12:10:50.139;1510.68;1
12:10:50.163;1510.69;1
12:10:50.185;1510.7;1
12:10:50.208;1510.7;1
12:10:50.231;1510.69;1
12:10:50.256;1510.68;1
12:10:50.277;1510.65;1
12:10:50.300;1510.63;1
12:10:50.323;1510.63;1
12:10:50.346;1510.62;1
12:10:50.369;1510.59;1
12:10:50.392;1510.58;1
12:10:50.415;1510.56;1
12:10:50.438;1510.54;1
12:10:50.461;1510.53;1
12:10:50.484;1510.5;1
12:10:50.507;1510.5;1
12:10:50.533;1510.49;1
12:10:50.554;1510.48;1
12:10:50.576;1510.47;1
12:10:50.600;1510.46;1
12:10:50.623;1510.45;1
12:10:50.646;1510.45;1
12:10:50.670;1510.46;1
12:10:50.694;1510.45;1
12:10:50.717;1510.45;1
12:10:50.738;1510.44;1
12:10:50.761;1510.44;1
12:10:50.785;1510.43;1
12:10:50.807;1510.41;1
12:10:50.830;1510.38;1
12:10:50.853;1510.36;1
12:10:50.877;1510.31;1
12:10:50.898;1510.26;1
12:10:50.922;1510.26;1
12:10:50.946;1510.22;1
12:10:50.967;1510.18;1
12:10:50.993;1510.11;1
12:10:51.013;1510.05;1
12:10:51.039;1510.03;1
12:10:51.060;1509.92;1
12:10:51.083;1509.88;1
12:10:51.106;1509.88;1
12:10:51.131;1509.84;1
12:10:51.151;1509.78;1
12:10:51.176;1509.73;1
12:10:51.198;1509.68;1
12:10:51.220;1509.68;1
12:10:51.244;1509.65;1
12:10:51.268;1509.6;1
12:10:51.292;1509.59;1
12:10:51.312;1509.57;1
12:10:51.336;1509.53;1
12:10:51.358;1509.52;1
12:10:51.382;1509.49;1
12:10:51.405;1509.49;1
12:10:51.428;1509.43;1
12:10:51.451;1509.42;1
12:10:51.474;1509.4;1
12:10:51.497;1509.39;1
12:10:51.520;1509.37;1
12:10:51.543;1509.37;1
12:10:51.567;1509.36;1
12:10:51.591;1509.35;1
12:10:51.612;1509.38;1
12:10:51.634;1509.38;1
12:10:51.658;1509.4;1
12:10:51.686;1509.4;1
12:10:51.704;1509.4;1
12:10:51.727;1509.42;1
12:10:51.750;1509.43;1
12:10:51.772;1509.43;1
12:10:51.798;1509.43;1
12:10:51.819;1509.43;1
12:10:51.842;1509.43;1
12:10:51.865;1509.43;1
12:10:51.888;1509.43;1
12:10:51.910;1509.43;1
12:10:51.935;1509.43;1
12:10:51.958;1509.44;1
12:10:51.983;1509.46;1
12:10:52.002;1509.47;1
12:10:52.026;1509.49;1
12:10:52.049;1509.5;1
12:10:52.072;1509.55;1
12:10:52.094;1509.56;1
12:10:52.118;1509.56;1
12:10:52.141;1509.6;1
12:10:52.163;1509.62;1
12:10:52.187;1509.63;1
12:10:52.211;1509.65;1
12:10:52.232;1509.65;1
12:10:52.257;1509.65;1
12:10:52.281;1509.65;1
12:10:52.301;1509.66;1
12:10:52.324;1509.67;1
12:10:52.348;1509.68;1
12:10:52.372;1509.69;1
12:10:52.396;1509.7;1
12:10:52.419;1509.7;1
12:10:52.441;1509.74;1
12:10:52.462;1509.74;1
12:10:52.487;1509.76;1
12:10:52.510;1509.8;1
12:10:52.531;1509.82;1
12:10:52.554;1509.85;1
12:10:52.580;1509.89;1
12:10:52.601;1509.89;1
12:10:52.624;1509.91;1
12:10:52.647;1509.93;1
12:10:52.670;1509.94;1
12:10:52.695;1509.95;1
12:10:52.718;1509.95;1
12:10:52.740;1509.94;1
12:10:52.762;1509.92;1
12:10:52.785;1509.92;1
12:10:52.807;1509.89;1
12:10:52.831;1509.86;1
12:10:52.854;1509.85;1
12:10:52.876;1509.85;1
12:10:52.900;1509.85;1
12:10:52.922;1509.83;1
12:10:52.945;1509.83;1
12:10:52.968;1509.82;1
12:10:52.992;1509.82;1
12:10:53.014;1509.81;1
12:10:53.038;1509.81;1
12:10:53.060;1509.79;1
12:10:53.083;1509.79;1
12:10:53.106;1509.78;1
12:10:53.129;1509.78;1
12:10:53.152;1509.78;1
12:10:53.175;1509.79;1
12:10:53.199;1509.79;1
12:10:53.221;1509.79;1
12:10:53.244;1509.8;1
12:10:53.267;1509.8;1
12:10:53.291;1509.8;1
12:10:53.313;1509.8;1
12:10:53.336;1509.8;1
12:10:53.359;1509.82;1
12:10:53.385;1509.83;1
12:10:53.405;1509.86;1
12:10:53.428;1509.86;1
12:10:53.451;1509.87;1
12:10:53.474;1509.87;1
12:10:53.497;1509.91;1
12:10:53.521;1509.94;1
12:10:53.543;1509.96;1
12:10:53.566;1510.01;1
12:10:53.590;1510.01;1
12:10:53.613;1510.01;1
12:10:53.635;1510.01;1
12:10:53.659;1510.04;1
12:10:53.684;1510.04;1
12:10:53.705;1510.04;1
12:10:53.727;1510.02;1
12:10:53.752;1510.01;1
12:10:53.774;1510.01;1
12:10:53.798;1510.01;1
12:10:53.821;1510.01;1
12:10:53.843;1510;1
12:10:53.866;1509.99;1
12:10:53.888;1509.99;1
12:10:53.911;1509.99;1
12:10:53.937;1509.99;1
12:10:53.960;1509.99;1
12:10:53.985;1509.99;1
12:10:54.005;1509.99;1
12:10:54.026;1509.98;1
12:10:54.051;1509.98;1
12:10:54.072;1509.97;1
12:10:54.095;1509.98;1
12:10:54.118;1509.98;1
12:10:54.142;1509.98;1
12:10:54.164;1510.02;1
12:10:54.188;1510.02;1
12:10:54.210;1510.04;1
12:10:54.234;1510.04;1
12:10:54.256;1510.05;1
12:10:54.282;1510.06;1
12:10:54.302;1510.07;1
12:10:54.326;1510.08;1
12:10:54.348;1510.08;1
12:10:54.372;1510.08;1
12:10:54.394;1510.09;1
12:10:54.420;1510.09;1
12:10:54.443;1510.09;1
12:10:54.464;1510.11;1
12:10:54.489;1510.11;1
12:10:54.511;1510.13;1
12:10:54.535;1510.13;1
12:10:54.556;1510.13;1
12:10:54.580;1510.13;1
12:10:54.603;1510.13;1
12:10:54.625;1510.16;1
12:10:54.648;1510.19;1
12:10:54.672;1510.21;1
12:10:54.694;1510.24;1
12:10:54.719;1510.27;1
12:10:54.740;1510.27;1
12:10:54.762;1510.3;1
12:10:54.785;1510.32;1
12:10:54.808;1510.34;1
12:10:54.831;1510.34;1
12:10:54.854;1510.33;1
12:10:54.878;1510.33;1
12:10:54.900;1510.31;1
12:10:54.924;1510.29;1
12:10:54.948;1510.25;1
12:10:54.970;1510.23;1
12:10:54.994;1510.21;1
12:10:55.015;1510.21;1
12:10:55.040;1510.17;1
12:10:55.064;1510.17;1
12:10:55.086;1510.16;1
12:10:55.107;1510.14;1
12:10:55.133;1510.14;1
12:10:55.154;1510.13;1
12:10:55.177;1510.12;1
12:10:55.201;1510.12;1
12:10:55.222;1510.13;1
12:10:55.247;1510.12;1
12:10:55.269;1510.12;1
12:10:55.294;1510.12;1
12:10:55.314;1510.12;1
12:10:55.338;1510.1;1
12:10:55.361;1510.1;1
12:10:55.386;1510.1;1
12:10:55.408;1510.08;1
12:10:55.430;1510.08;1
12:10:55.454;1510.07;1
12:10:55.477;1510.07;1
12:10:55.499;1510.07;1
12:10:55.522;1510.07;1
12:10:55.545;1510.07;1
12:10:55.568;1510.08;1
12:10:55.591;1510.08;1
12:10:55.614;1510.08;1
12:10:55.637;1510.07;1
12:10:55.660;1510.04;1
12:10:55.683;1510.04;1
12:10:55.706;1509.98;1
12:10:55.729;1509.95;1
12:10:55.752;1509.95;1
12:10:55.775;1509.95;1
12:10:55.799;1509.95;1
12:10:55.822;1509.88;1
12:10:55.844;1509.86;1
12:10:55.867;1509.83;1
12:10:55.891;1509.82;1
12:10:55.913;1509.8;1
12:10:55.936;1509.8;1
12:10:55.961;1509.79;1
12:10:55.984;1509.78;1
12:10:56.006;1509.79;1
12:10:56.028;1509.8;1
12:10:56.051;1509.8;1
12:10:56.075;1509.81;1
12:10:56.099;1509.83;1
12:10:56.122;1509.83;1
12:10:56.143;1509.83;1
12:10:56.166;1509.84;1
12:10:56.190;1509.83;1
12:10:56.214;1509.83;1
12:10:56.236;1509.83;1
12:10:56.259;1509.8;1
12:10:56.287;1509.8;1
12:10:56.306;1509.78;1
12:10:56.329;1509.76;1
12:10:56.349;1509.7;1
12:10:56.375;1509.69;1
12:10:56.397;1509.65;1
12:10:56.421;1509.6;1
12:10:56.441;1509.6;1
12:10:56.465;1509.59;1
12:10:56.488;1509.55;1
12:10:56.510;1509.54;1
12:10:56.533;1509.52;1
12:10:56.558;1509.49;1
12:10:56.582;1509.49;1
12:10:56.602;1509.5;1
12:10:56.625;1509.5;1
12:10:56.648;1509.51;1
12:10:56.672;1509.52;1
12:10:56.695;1509.57;1
12:10:56.718;1509.57;1
12:10:56.740;1509.57;1
12:10:56.763;1509.67;1
12:10:56.786;1509.67;1
12:10:56.809;1509.74;1
12:10:56.832;1509.74;1
12:10:56.855;1509.74;1
12:10:56.881;1509.78;1
12:10:56.901;1509.78;1
12:10:56.924;1509.78;1
12:10:56.947;1509.78;1
12:10:56.973;1509.78;1
12:10:56.993;1509.76;1
12:10:57.016;1509.72;1
12:10:57.039;1509.7;1
12:10:57.062;1509.64;1
12:10:57.085;1509.61;1
12:10:57.110;1509.61;1
12:10:57.132;1509.54;1
12:10:57.154;1509.49;1
12:10:57.179;1509.41;1
12:10:57.201;1509.33;1
12:10:57.224;1509.26;1
12:10:57.246;1509.26;1
12:10:57.269;1509.15;1
12:10:57.292;1509.12;1
12:10:57.315;1509;1
12:10:57.338;1508.97;1
12:10:57.364;1508.92;1
12:10:57.385;1508.88;1
12:10:57.407;1508.88;1
12:10:57.433;1508.84;1
12:10:57.456;1508.81;1
12:10:57.476;1508.75;1
12:10:57.499;1508.72;1
12:10:57.523;1508.72;1
12:10:57.546;1508.65;1
12:10:57.568;1508.62;1
12:10:57.593;1508.61;1
12:10:57.616;1508.54;1
12:10:57.638;1508.49;1
12:10:57.660;1508.46;1
12:10:57.683;1508.43;1
12:10:57.707;1508.43;1
12:10:57.731;1508.39;1
12:10:57.752;1508.38;1
12:10:57.778;1508.38;1
12:10:57.798;1508.35;1
12:10:57.824;1508.35;1
12:10:57.844;1508.35;1
12:10:57.867;1508.35;1
12:10:57.891;1508.35;1
12:10:57.915;1508.35;1
12:10:57.938;1508.37;1
12:10:57.962;1508.37;1
12:10:57.984;1508.37;1
12:10:58.006;1508.4;1
12:10:58.028;1508.42;1
12:10:58.053;1508.43;1
12:10:58.075;1508.44;1
12:10:58.099;1508.48;1
12:10:58.121;1508.48;1
12:10:58.144;1508.5;1
12:10:58.168;1508.52;1
12:10:58.190;1508.55;1
12:10:58.212;1508.57;1
12:10:58.235;1508.61;1
12:10:58.261;1508.61;1
12:10:58.284;1508.65;1
12:10:58.305;1508.67;1
12:10:58.327;1508.71;1
12:10:58.350;1508.75;1
12:10:58.375;1508.79;1
12:10:58.398;1508.82;1
12:10:58.421;1508.82;1
12:10:58.442;1508.88;1
12:10:58.465;1508.92;1
12:10:58.488;1508.95;1
12:10:58.512;1509;1
12:10:58.535;1509.04;1
12:10:58.557;1509.04;1
12:10:58.584;1509.09;1
12:10:58.604;1509.14;1
12:10:58.627;1509.2;1
12:10:58.651;1509.27;1
12:10:58.673;1509.32;1
12:10:58.695;1509.37;1
12:10:58.719;1509.37;1
12:10:58.742;1509.39;1
12:10:58.764;1509.44;1
12:10:58.789;1509.44;1
12:10:58.810;1509.46;1
12:10:58.833;1509.46;1
12:10:58.857;1509.48;1
12:10:58.882;1509.49;1
12:10:58.904;1509.52;1
12:10:58.925;1509.54;1
12:10:58.948;1509.56;1
12:10:58.971;1509.63;1
12:10:58.997;1509.63;1
12:10:59.020;1509.63;1
12:10:59.041;1509.67;1
12:10:59.064;1509.7;1
12:10:59.086;1509.72;1
12:10:59.111;1509.76;1
12:10:59.134;1509.77;1
12:10:59.157;1509.79;1
12:10:59.183;1509.8;1
12:10:59.201;1509.8;1
12:10:59.224;1509.81;1
12:10:59.248;1509.82;1
12:10:59.272;1509.82;1
12:10:59.294;1509.82;1
12:10:59.316;1509.83;1
12:10:59.340;1509.83;1
12:10:59.362;1509.83;1
12:10:59.386;1509.83;1
12:10:59.409;1509.85;1
12:10:59.433;1509.85;1
12:10:59.456;1509.86;1
12:10:59.478;1509.9;1
12:10:59.500;1509.9;1
12:10:59.523;1509.92;1
12:10:59.547;1509.95;1
12:10:59.570;1509.96;1
12:10:59.592;1509.97;1
12:10:59.616;1509.99;1
12:10:59.638;1509.99;1
12:10:59.661;1510;1
12:10:59.685;1510;1
12:10:59.707;1510.01;1
12:10:59.730;1510.01;1
12:10:59.753;1510.01;1
12:10:59.776;1510.03;1
12:10:59.799;1510.03;1
12:10:59.822;1510.08;1
12:10:59.845;1510.12;1
12:10:59.868;1510.15;1
12:10:59.891;1510.15;1
12:10:59.914;1510.19;1
12:10:59.937;1510.2;1
12:10:59.960;1510.23;1
12:10:59.983;1510.26;1
12:11:00.007;1510.27;1
12:11:00.031;1510.27;1
12:11:00.052;1510.29;1
12:11:00.075;1510.32;1
12:11:00.098;1510.32;1
12:11:00.121;1510.33;1
12:11:00.144;1510.35;1
12:11:00.167;1510.39;1
12:11:00.191;1510.39;1
12:11:00.213;1510.41;1
12:11:00.236;1510.41;1
12:11:00.260;1510.43;1
12:11:00.286;1510.45;1
12:11:00.306;1510.5;1
12:11:00.330;1510.52;1
12:11:00.353;1510.56;1
12:11:00.376;1510.59;1
12:11:00.400;1510.63;1
12:11:00.421;1510.63;1
12:11:00.443;1510.65;1
12:11:00.466;1510.7;1
12:11:00.489;1510.7;1
12:11:00.512;1510.71;1
12:11:00.536;1510.71;1
12:11:00.561;1510.73;1
12:11:00.582;1510.73;1
12:11:00.604;1510.76;1
12:11:00.629;1510.77;1
12:11:00.652;1510.78;1
12:11:00.674;1510.8;1
12:11:00.696;1510.81;1
12:11:00.722;1510.81;1
12:11:00.742;1510.82;1
12:11:00.766;1510.83;1
12:11:00.788;1510.85;1
12:11:00.812;1510.88;1
12:11:00.836;1510.89;1
12:11:00.857;1510.92;1
12:11:00.886;1510.92;1
12:11:00.905;1510.92;1
12:11:00.928;1510.95;1
12:11:00.952;1510.95;1
12:11:00.974;1510.98;1
12:11:00.997;1510.99;1
12:11:01.021;1511.02;1
12:11:01.041;1511.05;1
12:11:01.064;1511.07;1
12:11:01.087;1511.07;1
12:11:01.110;1511.09;1
12:11:01.133;1511.11;1
12:11:01.156;1511.12;1
12:11:01.182;1511.12;1
12:11:01.203;1511.11;1
12:11:01.225;1511.11;1
12:11:01.248;1511.11;1
12:11:01.272;1511.08;1
12:11:01.294;1511.06;1
12:11:01.317;1511.05;1
12:11:01.340;1511.03;1
12:11:01.363;1511.03;1
12:11:01.386;1511.03;1
12:11:01.409;1511.02;1
12:11:01.432;1511.01;1
12:11:01.455;1511.01;1
12:11:01.480;1511;1
12:11:01.501;1511;1
12:11:01.524;1511.01;1
12:11:01.547;1511.01;1
12:11:01.570;1511.01;1
12:11:01.594;1511.01;1
12:11:01.617;1511.01;1
12:11:01.639;1511.01;1
12:11:01.663;1511;1
12:11:01.686;1510.97;1
12:11:01.708;1510.95;1
12:11:01.731;1510.93;1
12:11:01.755;1510.93;1
12:11:01.777;1510.89;1
12:11:01.801;1510.88;1
12:11:01.824;1510.83;1
12:11:01.847;1510.81;1
12:11:01.869;1510.81;1
12:11:01.895;1510.79;1
12:11:01.916;1510.79;1
12:11:01.939;1510.78;1
12:11:01.963;1510.77;1
12:11:01.987;1510.76;1
12:11:02.010;1510.73;1
12:11:02.031;1510.73;1
12:11:02.055;1510.7;1
12:11:02.077;1510.7;1
12:11:02.100;1510.7;1
12:11:02.124;1510.69;1
12:11:02.148;1510.68;1
12:11:02.169;1510.67;1
12:11:02.192;1510.69;1
12:11:02.217;1510.69;1
12:11:02.241;1510.69;1
12:11:02.264;1510.71;1
12:11:02.286;1510.73;1
12:11:02.307;1510.75;1
12:11:02.332;1510.77;1
12:11:02.354;1510.81;1
12:11:02.376;1510.82;1
12:11:02.401;1510.84;1
12:11:02.422;1510.85;1
12:11:02.446;1510.85;1
12:11:02.470;1510.87;1
12:11:02.492;1510.89;1
12:11:02.516;1510.93;1
12:11:02.538;1510.95;1
12:11:02.563;1510.97;1
12:11:02.585;1510.98;1
12:11:02.607;1510.98;1
12:11:02.631;1511.02;1
12:11:02.654;1511.04;1
12:11:02.676;1511.05;1
12:11:02.698;1511.05;1
12:11:02.721;1511.05;1
12:11:02.744;1511.06;1
12:11:02.769;1511.06;1
12:11:02.790;1511.06;1
12:11:02.813;1511.06;1
12:11:02.836;1511.06;1
12:11:02.859;1511.07;1
12:11:02.883;1511.08;1
12:11:02.907;1511.09;1
12:11:02.929;1511.09;1
12:11:02.952;1511.09;1
12:11:02.974;1511.1;1
12:11:02.998;1511.11;1
12:11:03.020;1511.11;1
12:11:03.043;1511.11;1
12:11:03.065;1511.11;1
12:11:03.088;1511.12;1
12:11:03.111;1511.12;1
12:11:03.134;1511.13;1
12:11:03.160;1511.14;1
12:11:03.181;1511.15;1
12:11:03.203;1511.16;1
12:11:03.226;1511.16;1
12:11:03.252;1511.17;1
12:11:03.274;1511.18;1
12:11:03.296;1511.18;1
12:11:03.320;1511.18;1
12:11:03.341;1511.19;1
12:11:03.366;1511.19;1
12:11:03.389;1511.19;1
12:11:03.413;1511.2;1
12:11:03.435;1511.2;1
12:11:03.457;1511.2;1
12:11:03.482;1511.21;1
12:11:03.503;1511.21;1
12:11:03.525;1511.21;1
12:11:03.551;1511.22;1
12:11:03.573;1511.22;1
12:11:03.594;1511.22;1
12:11:03.617;1511.22;1
12:11:03.640;1511.23;1
12:11:03.665;1511.25;1
12:11:03.686;1511.25;1
12:11:03.709;1511.25;1
12:11:03.732;1511.27;1
12:11:03.755;1511.28;1
12:11:03.783;1511.3;1
12:11:03.801;1511.33;1
12:11:03.824;1511.35;1
12:11:03.847;1511.35;1
12:11:03.870;1511.39;1
12:11:03.894;1511.39;1
12:11:03.916;1511.46;1
12:11:03.940;1511.46;1
12:11:03.962;1511.54;1
12:11:03.985;1511.54;1
12:11:04.008;1511.58;1
12:11:04.032;1511.58;1
12:11:04.055;1511.63;1
12:11:04.077;1511.66;1
12:11:04.100;1511.74;1
12:11:04.123;1511.78;1
12:11:04.146;1511.81;1
12:11:04.169;1511.81;1
12:11:04.193;1511.86;1
12:11:04.215;1511.86;1
12:11:04.239;1511.87;1
12:11:04.261;1511.89;1
12:11:04.285;1511.89;1
12:11:04.307;1511.91;1
12:11:04.330;1511.91;1
12:11:04.355;1511.92;1
12:11:04.376;1511.92;1
12:11:04.400;1511.92;1
12:11:04.422;1511.93;1
12:11:04.445;1511.93;1
12:11:04.468;1511.93;1
12:11:04.492;1511.92;1
12:11:04.514;1511.92;1
12:11:04.537;1511.92;1
12:11:04.560;1511.92;1
12:11:04.584;1511.92;1
12:11:04.607;1511.94;1
12:11:04.630;1511.96;1
12:11:04.653;1512;1
12:11:04.676;1512.02;1
12:11:04.698;1512.02;1
12:11:04.721;1512.08;1
12:11:04.744;1512.12;1
12:11:04.767;1512.14;1
12:11:04.790;1512.14;1
12:11:04.813;1512.14;1
12:11:04.836;1512.19;1
12:11:04.860;1512.23;1
12:11:04.882;1512.28;1
12:11:04.905;1512.32;1
12:11:04.928;1512.38;1
12:11:04.951;1512.42;1
12:11:04.975;1512.46;1
12:11:04.999;1512.46;1
12:11:05.020;1512.49;1
12:11:05.043;1512.51;1
12:11:05.066;1512.53;1
12:11:05.091;1512.53;1
12:11:05.112;1512.52;1
12:11:05.135;1512.52;1
12:11:05.159;1512.52;1
12:11:05.183;1512.5;1
12:11:05.205;1512.49;1
12:11:05.227;1512.47;1
12:11:05.250;1512.44;1
12:11:05.273;1512.43;1
12:11:05.296;1512.43;1
12:11:05.321;1512.43;1
12:11:05.342;1512.42;1
12:11:05.365;1512.44;1
12:11:05.389;1512.44;1
12:11:05.411;1512.47;1
12:11:05.436;1512.47;1
12:11:05.458;1512.48;1
12:11:05.483;1512.51;1
12:11:05.503;1512.53;1
12:11:05.526;1512.56;1
12:11:05.550;1512.57;1
12:11:05.573;1512.59;1
12:11:05.595;1512.59;1
12:11:05.618;1512.59;1
12:11:05.641;1512.59;1
12:11:05.665;1512.6;1
12:11:05.688;1512.6;1
12:11:05.711;1512.61;1
12:11:05.735;1512.62;1
12:11:05.757;1512.62;1
12:11:05.783;1512.64;1
12:11:05.803;1512.65;1
12:11:05.826;1512.65;1
12:11:05.850;1512.66;1
12:11:05.872;1512.67;1
12:11:05.895;1512.68;1
12:11:05.918;1512.68;1
12:11:05.941;1512.68;1
12:11:05.964;1512.68;1
12:11:05.988;1512.69;1
12:11:06.009;1512.69;1
12:11:06.035;1512.7;1
12:11:06.057;1512.71;1
12:11:06.081;1512.72;1
12:11:06.101;1512.74;1
12:11:06.124;1512.74;1
12:11:06.147;1512.77;1
12:11:06.173;1512.81;1
12:11:06.193;1512.83;1
12:11:06.216;1512.85;1
12:11:06.239;1512.87;1
12:11:06.262;1512.87;1
12:11:06.286;1512.87;1
12:11:06.308;1512.87;1
12:11:06.331;1512.87;1
12:11:06.354;1512.86;1
12:11:06.377;1512.86;1
12:11:06.400;1512.86;1
12:11:06.424;1512.87;1
12:11:06.447;1512.87;1
12:11:06.470;1512.87;1
12:11:06.492;1512.89;1
12:11:06.515;1512.9;1
12:11:06.538;1512.91;1
12:11:06.563;1512.91;1
12:11:06.585;1512.9;1
12:11:06.608;1512.9;1
12:11:06.630;1512.88;1
12:11:06.656;1512.87;1
12:11:06.679;1512.86;1
12:11:06.701;1512.84;1
12:11:06.723;1512.84;1
12:11:06.746;1512.82;1
12:11:06.769;1512.81;1
12:11:06.791;1512.8;1
12:11:06.814;1512.79;1
12:11:06.837;1512.78;1
12:11:06.863;1512.78;1
12:11:06.884;1512.77;1
12:11:06.907;1512.77;1
12:11:06.929;1512.75;1
12:11:06.955;1512.75;1
12:11:06.977;1512.74;1
12:11:07.001;1512.73;1
12:11:07.021;1512.73;1
12:11:07.046;1512.73;1
12:11:07.069;1512.73;1
12:11:07.090;1512.73;1
12:11:07.113;1512.73;1
12:11:07.136;1512.74;1
12:11:07.160;1512.75;1
12:11:07.183;1512.76;1
12:11:07.205;1512.76;1
12:11:07.228;1512.77;1
12:11:07.254;1512.78;1
12:11:07.276;1512.79;1
12:11:07.297;1512.81;1
12:11:07.320;1512.84;1
12:11:07.345;1512.89;1
12:11:07.366;1512.89;1
12:11:07.392;1512.93;1
12:11:07.412;1512.95;1
12:11:07.438;1512.98;1
12:11:07.459;1513.01;1
12:11:07.483;1513.02;1
12:11:07.506;1513.02;1
12:11:07.527;1513.03;1
12:11:07.553;1513.03;1
12:11:07.575;1513.03;1
12:11:07.596;1513.03;1
12:11:07.619;1513.05;1
12:11:07.642;1513.06;1
12:11:07.665;1513.07;1
12:11:07.688;1513.07;1
12:11:07.711;1513.1;1
12:11:07.734;1513.1;1
12:11:07.757;1513.17;1
12:11:07.780;1513.19;1
12:11:07.803;1513.22;1
12:11:07.828;1513.26;1
12:11:07.851;1513.26;1
12:11:07.873;1513.28;1
12:11:07.895;1513.32;1
12:11:07.918;1513.33;1
12:11:07.941;1513.34;1
12:11:07.964;1513.34;1
12:11:07.988;1513.34;1
12:11:08.010;1513.34;1
12:11:08.033;1513.34;1
12:11:08.056;1513.33;1
12:11:08.083;1513.31;1
12:11:08.103;1513.31;1
