TimeStamp;Частота вращения РНД (Расчетная);0 - Bad, 1 - Good, 2 - Potential
12:10:02.301;4054.76;1
12:10:02.325;4054.95;1
12:10:02.345;4054.11;1
12:10:02.368;4056.08;1
12:10:02.392;4056.08;1
12:10:02.415;4055.31;1
12:10:02.437;4054.06;1
12:10:02.463;4054.38;1
12:10:02.487;4054.4;1
12:10:02.508;4054.67;1
12:10:02.529;4054.67;1
12:10:02.553;4055.59;1
12:10:02.576;4055.46;1
12:10:02.598;4055.16;1
12:10:02.621;4055.2;1
12:10:02.644;4054.59;1
12:10:02.670;4055.08;1
12:10:02.690;4055.73;1
12:10:02.713;4056.85;1
12:10:02.737;4056.85;1
12:10:02.763;4054.61;1
12:10:02.785;4061.6;1
12:10:02.807;4055.91;1
12:10:02.831;4053.11;1
12:10:02.854;4055.64;1
12:10:02.875;4055.64;1
12:10:02.899;4054.53;1
12:10:02.923;4054.72;1
12:10:02.945;4055.53;1
12:10:02.967;4055.32;1
12:10:02.990;4057.74;1
12:10:03.014;4056.49;1
12:10:03.037;4056.49;1
12:10:03.060;4053.36;1
12:10:03.083;4056.01;1
12:10:03.108;4056.13;1
12:10:03.128;4053.53;1
12:10:03.152;4056.31;1
12:10:03.174;4055.13;1
12:10:03.197;4055.13;1
12:10:03.220;4054.84;1
12:10:03.243;4055.22;1
12:10:03.266;4055.74;1
12:10:03.291;4057.33;1
12:10:03.312;4057.31;1
12:10:03.335;4054.31;1
12:10:03.358;4057.68;1
12:10:03.383;4057.68;1
12:10:03.405;4057.68;1
12:10:03.430;4055.18;1
12:10:03.452;4053.62;1
12:10:03.473;4054.34;1
12:10:03.497;4055.66;1
12:10:03.519;4055.71;1
12:10:03.542;4056.17;1
12:10:03.565;4056.66;1
12:10:03.588;4056.66;1
12:10:03.611;4057.98;1
12:10:03.634;4055.72;1
12:10:03.657;4055.8;1
12:10:03.683;4055.8;1
12:10:03.704;4055.8;1
12:10:03.728;4055.37;1
12:10:03.749;4055.5;1
12:10:03.772;4055.13;1
12:10:03.795;4055.05;1
12:10:03.818;4056.41;1
12:10:03.842;4056.07;1
12:10:03.863;4057.97;1
12:10:03.887;4057.97;1
12:10:03.912;4057.84;1
12:10:03.934;4055.93;1
12:10:03.955;4054.84;1
12:10:03.981;4056.29;1
12:10:04.004;4056.72;1
12:10:04.025;4056.53;1
12:10:04.050;4057.44;1
12:10:04.071;4057.44;1
12:10:04.095;4056.17;1
12:10:04.117;4057.63;1
12:10:04.140;4056.29;1
12:10:04.162;4057.26;1
12:10:04.186;4057.51;1
12:10:04.209;4058.47;1
12:10:04.231;4058.47;1
12:10:04.254;4056.58;1
12:10:04.278;4057.37;1
12:10:04.300;4058.81;1
12:10:04.324;4057.64;1
12:10:04.346;4056.2;1
12:10:04.369;4058.2;1
12:10:04.393;4058.4;1
12:10:04.415;4058.4;1
12:10:04.441;4058.34;1
12:10:04.461;4060.3;1
12:10:04.484;4058.34;1
12:10:04.507;4059.32;1
12:10:04.530;4057.87;1
12:10:04.553;4059.9;1
12:10:04.576;4060.01;1
12:10:04.600;4060.01;1
12:10:04.622;4060.98;1
12:10:04.646;4060.98;1
12:10:04.668;4057.58;1
12:10:04.692;4058.46;1
12:10:04.715;4060.05;1
12:10:04.738;4060.61;1
12:10:04.761;4059.11;1
12:10:04.786;4061.61;1
12:10:04.809;4061.61;1
12:10:04.832;4063.85;1
12:10:04.852;4061.16;1
12:10:04.876;4058.8;1
12:10:04.898;4059.42;1
12:10:04.922;4060.68;1
12:10:04.946;4058.87;1
12:10:04.969;4060.86;1
12:10:04.990;4060.86;1
12:10:05.015;4060.11;1
12:10:05.036;4059.92;1
12:10:05.062;4059.75;1
12:10:05.086;4060.46;1
12:10:05.105;4059.62;1
12:10:05.130;4059.62;1
12:10:05.151;4060.52;1
12:10:05.175;4060.58;1
12:10:05.198;4060.61;1
12:10:05.220;4061.05;1
12:10:05.246;4059.06;1
12:10:05.269;4061.07;1
12:10:05.290;4061.07;1
12:10:05.312;4060.62;1
12:10:05.335;4059.06;1
12:10:05.361;4061.17;1
12:10:05.387;4060.12;1
12:10:05.406;4060.37;1
12:10:05.427;4060.5;1
12:10:05.451;4060.43;1
12:10:05.474;4060.43;1
12:10:05.497;4060.95;1
12:10:05.521;4060.23;1
12:10:05.543;4060.98;1
12:10:05.565;4060.12;1
12:10:05.588;4061.4;1
12:10:05.612;4061.03;1
12:10:05.636;4061.03;1
12:10:05.657;4061.75;1
12:10:05.685;4060.89;1
12:10:05.705;4059.94;1
12:10:05.729;4060.59;1
12:10:05.750;4061.36;1
12:10:05.772;4062.75;1
12:10:05.795;4062.75;1
12:10:05.818;4058.95;1
12:10:05.841;4062.35;1
12:10:05.867;4060.06;1
12:10:05.887;4059.22;1
12:10:05.910;4059.97;1
12:10:05.933;4059.92;1
12:10:05.956;4061.18;1
12:10:05.980;4061.18;1
12:10:06.002;4060.53;1
12:10:06.025;4060.94;1
12:10:06.048;4061.18;1
12:10:06.071;4061.67;1
12:10:06.094;4061.92;1
12:10:06.117;4061.92;1
12:10:06.140;4063.13;1
12:10:06.163;4059.6;1
12:10:06.187;4059.6;1
12:10:06.209;4060.41;1
12:10:06.232;4060.87;1
12:10:06.255;4062.3;1
12:10:06.280;4062.3;1
12:10:06.301;4062.26;1
12:10:06.324;4061.98;1
12:10:06.350;4062.13;1
12:10:06.370;4063.5;1
12:10:06.393;4062.68;1
12:10:06.416;4062.68;1
12:10:06.439;4060.83;1
12:10:06.465;4059.82;1
12:10:06.485;4062.46;1
12:10:06.508;4061.14;1
12:10:06.531;4060.86;1
12:10:06.554;4061.72;1
12:10:06.577;4061.72;1
12:10:06.600;4061.74;1
12:10:06.623;4062.2;1
12:10:06.646;4062.2;1
12:10:06.669;4061.55;1
12:10:06.692;4061.55;1
12:10:06.715;4061.15;1
12:10:06.738;4061.15;1
12:10:06.761;4061.15;1
12:10:06.784;4062.01;1
12:10:06.809;4061.48;1
12:10:06.831;4063.6;1
12:10:06.854;4063.5;1
12:10:06.876;4061.55;1
12:10:06.899;4061.55;1
12:10:06.922;4065.01;1
12:10:06.945;4065.48;1
12:10:06.968;4063.14;1
12:10:06.991;4059.29;1
12:10:07.016;4063.48;1
12:10:07.039;4063.48;1
12:10:07.061;4062.99;1
12:10:07.086;4062.09;1
12:10:07.108;4062.21;1
12:10:07.131;4062.66;1
12:10:07.154;4062.66;1
12:10:07.175;4062.59;1
12:10:07.200;4062.72;1
12:10:07.222;4062.1;1
12:10:07.244;4061.85;1
12:10:07.269;4062.56;1
12:10:07.291;4062.39;1
12:10:07.314;4062.39;1
12:10:07.337;4061.91;1
12:10:07.359;4062.41;1
12:10:07.387;4063.04;1
12:10:07.407;4062.08;1
12:10:07.428;4063.55;1
12:10:07.452;4063.55;1
12:10:07.474;4063.69;1
12:10:07.497;4063.69;1
12:10:07.520;4063.04;1
12:10:07.543;4061.96;1
12:10:07.569;4063.01;1
12:10:07.589;4061.28;1
12:10:07.612;4063.32;1
12:10:07.635;4062.48;1
12:10:07.658;4062.48;1
12:10:07.681;4063.26;1
12:10:07.707;4063.6;1
12:10:07.729;4063.93;1
12:10:07.752;4063.93;1
12:10:07.774;4063.93;1
12:10:07.798;4063.88;1
12:10:07.819;4062.59;1
12:10:07.842;4064.58;1
12:10:07.865;4064.28;1
12:10:07.890;4064.28;1
12:10:07.912;4063.56;1
12:10:07.935;4065.13;1
12:10:07.957;4061.52;1
12:10:07.982;4063.32;1
12:10:08.005;4063.32;1
12:10:08.028;4063.26;1
12:10:08.051;4063.49;1
12:10:08.073;4063.38;1
12:10:08.095;4064.22;1
12:10:08.119;4063.07;1
12:10:08.143;4063.4;1
12:10:08.166;4063.4;1
12:10:08.188;4064.01;1
12:10:08.211;4064.2;1
12:10:08.233;4064.42;1
12:10:08.257;4064.36;1
12:10:08.281;4064.93;1
12:10:08.304;4064.48;1
12:10:08.325;4064.48;1
12:10:08.349;4064.33;1
12:10:08.372;4064.84;1
12:10:08.395;4064.7;1
12:10:08.417;4066.16;1
12:10:08.440;4066.68;1
12:10:08.464;4066.68;1
12:10:08.489;4063.71;1
12:10:08.513;4065.29;1
12:10:08.533;4064.19;1
12:10:08.555;4066.15;1
12:10:08.580;4064.03;1
12:10:08.601;4064.72;1
12:10:08.625;4064.72;1
12:10:08.647;4064.08;1
12:10:08.670;4064.83;1
12:10:08.693;4064.91;1
12:10:08.719;4065.95;1
12:10:08.739;4067.29;1
12:10:08.764;4067.29;1
12:10:08.790;4069.35;1
12:10:08.808;4069.35;1
12:10:08.831;4067.72;1
12:10:08.856;4062.67;1
12:10:08.878;4066.71;1
12:10:08.900;4068.43;1
12:10:08.924;4064.05;1
12:10:08.949;4068.76;1
12:10:08.970;4068.76;1
12:10:08.993;4067.87;1
12:10:09.017;4063.25;1
12:10:09.040;4065.27;1
12:10:09.062;4066.36;1
12:10:09.088;4063.74;1
12:10:09.109;4065.63;1
12:10:09.131;4065.63;1
12:10:09.155;4065.09;1
12:10:09.178;4066.85;1
12:10:09.199;4065.81;1
12:10:09.225;4065.42;1
12:10:09.246;4064.9;1
12:10:09.271;4066.05;1
12:10:09.293;4065.58;1
12:10:09.317;4065.58;1
12:10:09.340;4066.14;1
12:10:09.362;4064.98;1
12:10:09.386;4065.31;1
12:10:09.409;4065.96;1
12:10:09.431;4065.28;1
12:10:09.455;4065.28;1
12:10:09.476;4066.61;1
12:10:09.502;4065.64;1
12:10:09.522;4066.54;1
12:10:09.547;4064.41;1
12:10:09.571;4067.06;1
12:10:09.592;4067.06;1
12:10:09.614;4065.98;1
12:10:09.637;4064.24;1
12:10:09.663;4064.77;1
12:10:09.687;4064.9;1
12:10:09.707;4065.92;1
12:10:09.731;4065.57;1
12:10:09.753;4065.57;1
12:10:09.778;4067.9;1
12:10:09.800;4066.04;1
12:10:09.824;4068.47;1
12:10:09.846;4065.52;1
12:10:09.868;4064.56;1
12:10:09.890;4062.27;1
12:10:09.913;4065.42;1
12:10:09.937;4065.42;1
12:10:09.960;4065.61;1
12:10:09.984;4065.4;1
12:10:10.008;4065.7;1
12:10:10.031;4065.7;1
12:10:10.051;4066.19;1
12:10:10.074;4066.19;1
12:10:10.098;4065.53;1
12:10:10.123;4064.91;1
12:10:10.145;4064.62;1
12:10:10.167;4065.23;1
12:10:10.189;4066.62;1
12:10:10.212;4064.73;1
12:10:10.235;4065.08;1
12:10:10.260;4065.08;1
12:10:10.283;4064.59;1
12:10:10.303;4064.82;1
12:10:10.326;4066.99;1
12:10:10.349;4065.68;1
12:10:10.372;4065.6;1
12:10:10.395;4065.6;1
12:10:10.418;4063.61;1
12:10:10.441;4063.61;1
12:10:10.464;4065.92;1
12:10:10.487;4065.92;1
12:10:10.510;4065.2;1
12:10:10.533;4064.24;1
12:10:10.556;4065.41;1
12:10:10.580;4065.41;1
12:10:10.602;4065.44;1
12:10:10.628;4064.83;1
12:10:10.650;4065.9;1
12:10:10.671;4065.87;1
12:10:10.695;4065.83;1
12:10:10.719;4065.83;1
12:10:10.740;4067.95;1
12:10:10.763;4065.3;1
12:10:10.786;4065.3;1
12:10:10.810;4066.89;1
12:10:10.833;4067.69;1
12:10:10.855;4063.47;1
12:10:10.880;4064.87;1
12:10:10.901;4064.87;1
12:10:10.924;4063.6;1
12:10:10.947;4064.82;1
12:10:10.972;4065.81;1
12:10:10.994;4065.77;1
12:10:11.017;4065.77;1
12:10:11.039;4065.8;1
12:10:11.065;4065.56;1
12:10:11.088;4066.27;1
12:10:11.110;4067.16;1
12:10:11.131;4067.82;1
12:10:11.155;4067.82;1
12:10:11.179;4066.54;1
12:10:11.200;4064.39;1
12:10:11.226;4064.74;1
12:10:11.248;4065.04;1
12:10:11.270;4065.04;1
12:10:11.294;4065.53;1
12:10:11.317;4066.24;1
12:10:11.338;4066.08;1
12:10:11.361;4066.93;1
12:10:11.385;4065.87;1
12:10:11.407;4067;1
12:10:11.430;4068.25;1
12:10:11.453;4067.89;1
12:10:11.477;4067.89;1
12:10:11.499;4066.17;1
12:10:11.523;4065.53;1
12:10:11.545;4066.37;1
12:10:11.569;4065.64;1
12:10:11.592;4066.75;1
12:10:11.614;4066.75;1
12:10:11.640;4066.5;1
12:10:11.662;4066.2;1
12:10:11.684;4066.33;1
12:10:11.706;4066.63;1
12:10:11.729;4066.14;1
12:10:11.753;4066.78;1
12:10:11.775;4066.78;1
12:10:11.798;4066.88;1
12:10:11.822;4066.05;1
12:10:11.844;4066.69;1
12:10:11.869;4066.54;1
12:10:11.891;4066.25;1
12:10:11.914;4066.25;1
12:10:11.937;4068.86;1
12:10:11.959;4067.76;1
12:10:11.987;4066.21;1
12:10:12.007;4066.03;1
12:10:12.030;4066.03;1
12:10:12.052;4066.48;1
12:10:12.074;4066.48;1
12:10:12.097;4066.59;1
12:10:12.120;4066.7;1
12:10:12.143;4067.73;1
12:10:12.169;4066.88;1
12:10:12.189;4067.39;1
12:10:12.212;4066.96;1
12:10:12.235;4067.09;1
12:10:12.258;4067.09;1
12:10:12.284;4067.38;1
12:10:12.306;4067.45;1
12:10:12.329;4067.24;1
12:10:12.351;4066.88;1
12:10:12.375;4066.88;1
12:10:12.398;4067.27;1
12:10:12.422;4067.01;1
12:10:12.444;4068.5;1
12:10:12.466;4069.74;1
12:10:12.488;4065.46;1
12:10:12.511;4068.87;1
12:10:12.535;4068.87;1
12:10:12.558;4068.87;1
12:10:12.583;4068.16;1
12:10:12.604;4066.84;1
12:10:12.628;4067.94;1
12:10:12.650;4067.94;1
12:10:12.674;4068.28;1
12:10:12.695;4064.89;1
12:10:12.719;4069.42;1
12:10:12.741;4069.54;1
12:10:12.767;4067.22;1
12:10:12.789;4069.14;1
12:10:12.810;4067.66;1
12:10:12.834;4067.66;1
12:10:12.858;4065.09;1
12:10:12.884;4065.97;1
12:10:12.905;4067.12;1
12:10:12.925;4067.12;1
12:10:12.948;4067.29;1
12:10:12.971;4067.27;1
12:10:12.996;4067.02;1
12:10:13.020;4067.52;1
12:10:13.041;4067.31;1
12:10:13.065;4067.71;1
12:10:13.086;4067.83;1
12:10:13.112;4068.24;1
12:10:13.134;4068.24;1
12:10:13.156;4071.81;1
12:10:13.180;4068.19;1
12:10:13.202;4067.82;1
12:10:13.226;4064.35;1
12:10:13.249;4068.03;1
12:10:13.272;4068.03;1
12:10:13.295;4067.36;1
12:10:13.317;4067.62;1
12:10:13.339;4067.75;1
12:10:13.362;4067.79;1
12:10:13.386;4069.22;1
12:10:13.409;4070.3;1
12:10:13.431;4070.3;1
12:10:13.455;4068.17;1
12:10:13.479;4067.96;1
12:10:13.502;4066.2;1
12:10:13.525;4067.7;1
12:10:13.547;4069.2;1
12:10:13.569;4069.55;1
12:10:13.594;4069.55;1
12:10:13.617;4068.95;1
12:10:13.641;4068.33;1
12:10:13.661;4066.74;1
12:10:13.686;4068.6;1
12:10:13.707;4068.32;1
12:10:13.730;4069.35;1
12:10:13.754;4069.35;1
12:10:13.777;4070.13;1
12:10:13.799;4070.07;1
12:10:13.824;4067.43;1
12:10:13.845;4069.18;1
12:10:13.869;4069.18;1
12:10:13.893;4068.44;1
12:10:13.914;4068.1;1
12:10:13.938;4069.13;1
12:10:13.961;4069.35;1
12:10:13.984;4069.51;1
12:10:14.009;4069.53;1
12:10:14.031;4069.78;1
12:10:14.053;4069.78;1
12:10:14.075;4069.76;1
12:10:14.101;4069.76;1
12:10:14.122;4070.42;1
12:10:14.147;4070.17;1
12:10:14.167;4069.51;1
12:10:14.191;4068.96;1
12:10:14.215;4068.96;1
12:10:14.239;4069.53;1
12:10:14.261;4070.47;1
12:10:14.284;4070.97;1
12:10:14.305;4070.86;1
12:10:14.328;4070.67;1
12:10:14.352;4070.67;1
12:10:14.374;4070.43;1
12:10:14.397;4069.97;1
12:10:14.421;4070.68;1
12:10:14.446;4072.06;1
12:10:14.468;4070.47;1
12:10:14.491;4071.05;1
12:10:14.513;4071.05;1
12:10:14.535;4071.92;1
12:10:14.561;4070.55;1
12:10:14.584;4070.18;1
12:10:14.607;4070.43;1
12:10:14.630;4069.88;1
12:10:14.651;4069.88;1
12:10:14.675;4070.45;1
12:10:14.696;4071.1;1
12:10:14.722;4070.41;1
12:10:14.743;4071.55;1
12:10:14.766;4071.09;1
12:10:14.790;4071.09;1
12:10:14.811;4070.59;1
12:10:14.834;4071.47;1
12:10:14.857;4072.93;1
12:10:14.883;4070.61;1
12:10:14.904;4070.2;1
12:10:14.926;4070.54;1
12:10:14.949;4070.48;1
12:10:14.973;4070.48;1
12:10:14.995;4071.26;1
12:10:15.020;4070.72;1
12:10:15.043;4070.18;1
12:10:15.065;4071.45;1
12:10:15.087;4071.33;1
12:10:15.111;4070.33;1
12:10:15.135;4070.33;1
12:10:15.157;4071.2;1
12:10:15.181;4070.71;1
12:10:15.205;4070.78;1
12:10:15.226;4071.27;1
12:10:15.248;4071.27;1
12:10:15.272;4070.94;1
12:10:15.295;4071.17;1
12:10:15.319;4071.77;1
12:10:15.342;4072.21;1
12:10:15.365;4072.57;1
12:10:15.390;4071.74;1
12:10:15.411;4071.74;1
12:10:15.434;4072.11;1
12:10:15.457;4071.32;1
12:10:15.480;4073.62;1
12:10:15.504;4072.82;1
12:10:15.525;4071.02;1
12:10:15.547;4071.68;1
12:10:15.571;4072.72;1
12:10:15.593;4072.72;1
12:10:15.617;4073.41;1
12:10:15.639;4072.77;1
12:10:15.662;4074.42;1
12:10:15.687;4072.31;1
12:10:15.711;4071.09;1
12:10:15.732;4071.09;1
12:10:15.756;4073.37;1
12:10:15.779;4073.64;1
12:10:15.803;4072.97;1
12:10:15.826;4073.19;1
12:10:15.849;4072.77;1
12:10:15.869;4073.4;1
12:10:15.894;4073.4;1
12:10:15.916;4071.91;1
12:10:15.940;4073.76;1
12:10:15.963;4072.4;1
12:10:15.988;4072.78;1
12:10:16.009;4072.78;1
12:10:16.032;4073.26;1
12:10:16.055;4074.06;1
12:10:16.077;4074.32;1
12:10:16.100;4074.36;1
12:10:16.123;4074.56;1
12:10:16.146;4074.15;1
12:10:16.169;4074.16;1
12:10:16.192;4074.16;1
12:10:16.215;4073.97;1
12:10:16.238;4074.21;1
12:10:16.261;4072.73;1
12:10:16.285;4072.73;1
12:10:16.308;4072.73;1
12:10:16.331;4073.44;1
12:10:16.353;4074.1;1
12:10:16.376;4074.78;1
12:10:16.401;4074.13;1
12:10:16.425;4073.72;1
12:10:16.446;4074.43;1
12:10:16.470;4074.67;1
12:10:16.492;4074.67;1
12:10:16.514;4076.44;1
12:10:16.539;4074.86;1
12:10:16.561;4075.16;1
12:10:16.587;4073.71;1
12:10:16.607;4073.71;1
12:10:16.630;4073.75;1
12:10:16.653;4073.93;1
12:10:16.677;4074.07;1
12:10:16.699;4074.82;1
12:10:16.722;4074.57;1
12:10:16.744;4074.57;1
12:10:16.767;4076.12;1
12:10:16.790;4076.12;1
12:10:16.813;4075.71;1
12:10:16.836;4075.21;1
12:10:16.859;4075.18;1
12:10:16.883;4075.18;1
12:10:16.904;4075.18;1
12:10:16.927;4075.68;1
12:10:16.950;4075.77;1
12:10:16.973;4075.41;1
12:10:16.996;4074.6;1
12:10:17.019;4074.6;1
12:10:17.042;4075.32;1
12:10:17.065;4077.93;1
12:10:17.089;4077.93;1
12:10:17.111;4074.48;1
12:10:17.134;4074.48;1
12:10:17.157;4076.14;1
12:10:17.182;4076.14;1
12:10:17.205;4076.14;1
12:10:17.228;4073.71;1
12:10:17.249;4075.38;1
12:10:17.273;4075.97;1
12:10:17.296;4074.59;1
12:10:17.318;4075.23;1
12:10:17.342;4075.9;1
12:10:17.364;4075.9;1
12:10:17.387;4076.53;1
12:10:17.413;4076.31;1
12:10:17.435;4074.86;1
12:10:17.456;4075.61;1
12:10:17.481;4075.85;1
12:10:17.503;4075.62;1
12:10:17.525;4075.62;1
12:10:17.548;4076.61;1
12:10:17.571;4075.93;1
12:10:17.594;4075.93;1
12:10:17.617;4075.08;1
12:10:17.642;4075.08;1
12:10:17.664;4077.22;1
12:10:17.686;4076.99;1
12:10:17.709;4076.64;1
12:10:17.732;4078.16;1
12:10:17.755;4076.55;1
12:10:17.780;4076.55;1
12:10:17.801;4077.14;1
12:10:17.824;4077.4;1
12:10:17.847;4077.23;1
12:10:17.870;4074.77;1
12:10:17.894;4076.22;1
12:10:17.917;4076.22;1
12:10:17.940;4076.77;1
12:10:17.963;4076.14;1
12:10:17.988;4076.76;1
12:10:18.008;4076.14;1
12:10:18.031;4075.97;1
12:10:18.056;4075.97;1
12:10:18.079;4076.76;1
12:10:18.103;4077.6;1
12:10:18.123;4077.1;1
12:10:18.148;4077.39;1
12:10:18.169;4078.07;1
12:10:18.194;4078.07;1
12:10:18.216;4076.56;1
12:10:18.238;4078.35;1
12:10:18.264;4076.41;1
12:10:18.284;4078.34;1
12:10:18.307;4077.85;1
12:10:18.331;4077.16;1
12:10:18.354;4077.16;1
12:10:18.378;4078.56;1
12:10:18.401;4076.62;1
12:10:18.423;4077.45;1
12:10:18.445;4075.75;1
12:10:18.471;4077.36;1
12:10:18.492;4077.36;1
12:10:18.514;4077.46;1
12:10:18.540;4078.21;1
12:10:18.561;4077.57;1
12:10:18.585;4077.32;1
12:10:18.608;4077.58;1
12:10:18.629;4076.96;1
12:10:18.652;4076.96;1
12:10:18.675;4077.58;1
12:10:18.698;4077.38;1
12:10:18.722;4077.42;1
12:10:18.745;4077.64;1
12:10:18.767;4077.91;1
12:10:18.791;4077.69;1
12:10:18.815;4077.69;1
12:10:18.836;4077.62;1
12:10:18.862;4078.79;1
12:10:18.884;4079.09;1
12:10:18.908;4078.9;1
12:10:18.928;4081;1
12:10:18.953;4079.54;1
12:10:18.974;4079.54;1
12:10:18.998;4076.51;1
12:10:19.022;4077.75;1
12:10:19.043;4078.8;1
12:10:19.069;4078.86;1
12:10:19.089;4079.5;1
12:10:19.112;4079.09;1
12:10:19.138;4079.09;1
12:10:19.158;4079.75;1
12:10:19.184;4078.41;1
12:10:19.204;4078.34;1
12:10:19.227;4076.99;1
12:10:19.250;4076.99;1
12:10:19.275;4078.42;1
12:10:19.296;4078.72;1
12:10:19.322;4078.82;1
12:10:19.342;4079.82;1
12:10:19.368;4077.92;1
12:10:19.388;4079.44;1
12:10:19.412;4079.44;1
12:10:19.435;4078.67;1
12:10:19.459;4077.76;1
12:10:19.483;4078.21;1
12:10:19.506;4079.15;1
12:10:19.528;4079.15;1
12:10:19.550;4079.01;1
12:10:19.574;4078.41;1
12:10:19.595;4080.85;1
12:10:19.619;4081.41;1
12:10:19.641;4078.92;1
12:10:19.664;4078.92;1
12:10:19.689;4077.2;1
12:10:19.710;4079.53;1
12:10:19.733;4078.28;1
12:10:19.756;4077.42;1
12:10:19.781;4079.28;1
12:10:19.803;4079.28;1
12:10:19.825;4078.89;1
12:10:19.850;4080.34;1
12:10:19.871;4079.98;1
12:10:19.894;4081.52;1
12:10:19.917;4082.33;1
12:10:19.940;4081.21;1
12:10:19.963;4081.21;1
12:10:19.986;4079.44;1
12:10:20.010;4081.46;1
12:10:20.034;4078.07;1
12:10:20.056;4077.61;1
12:10:20.084;4079.32;1
12:10:20.104;4080.89;1
12:10:20.124;4079.69;1
12:10:20.149;4079.69;1
12:10:20.171;4079.57;1
12:10:20.193;4079.59;1
12:10:20.216;4079.73;1
12:10:20.242;4078.71;1
12:10:20.262;4078.71;1
12:10:20.288;4079.22;1
12:10:20.310;4079.47;1
12:10:20.331;4080.03;1
12:10:20.355;4080.19;1
12:10:20.379;4080.26;1
12:10:20.400;4082.09;1
12:10:20.423;4080.67;1
12:10:20.447;4080.67;1
12:10:20.469;4080.04;1
12:10:20.492;4080.04;1
12:10:20.515;4079.55;1
12:10:20.540;4080.03;1
12:10:20.562;4080.03;1
12:10:20.587;4080.63;1
12:10:20.607;4080.82;1
12:10:20.630;4081.29;1
12:10:20.653;4080.51;1
12:10:20.676;4080.07;1
12:10:20.699;4082.05;1
12:10:20.722;4081.37;1
12:10:20.745;4080.4;1
12:10:20.768;4079.57;1
12:10:20.791;4081.12;1
12:10:20.815;4080.24;1
12:10:20.839;4080.24;1
12:10:20.860;4080.64;1
12:10:20.886;4080.65;1
12:10:20.907;4081.03;1
12:10:20.930;4080.71;1
12:10:20.954;4080.71;1
12:10:20.977;4080.62;1
12:10:20.999;4080.86;1
12:10:21.022;4080.49;1
12:10:21.044;4082.84;1
12:10:21.068;4080.21;1
12:10:21.091;4081.38;1
12:10:21.113;4081.38;1
12:10:21.136;4082.94;1
12:10:21.159;4084.09;1
12:10:21.182;4084.17;1
12:10:21.206;4078.83;1
12:10:21.228;4080.46;1
12:10:21.251;4080.46;1
12:10:21.274;4080.74;1
12:10:21.300;4079.01;1
