TimeStamp;Частота вращения РНД (Расчетная);0 - Bad, 1 - Good, 2 - Potential
12:10:52.695;4079.68;1
12:10:52.718;4079.68;1
12:10:52.740;4081.05;1
12:10:52.762;4081.27;1
12:10:52.785;4079.55;1
12:10:52.807;4079.92;1
12:10:52.831;4078.45;1
12:10:52.854;4080.26;1
12:10:52.876;4080.68;1
12:10:52.900;4080.68;1
12:10:52.922;4080.38;1
12:10:52.945;4079.66;1
12:10:52.968;4079.41;1
12:10:52.992;4079.41;1
12:10:53.014;4080.65;1
12:10:53.038;4080.65;1
12:10:53.060;4080.32;1
12:10:53.083;4080.32;1
12:10:53.106;4080.67;1
12:10:53.129;4080.67;1
12:10:53.152;4080.67;1
12:10:53.175;4080.12;1
12:10:53.199;4080.12;1
12:10:53.221;4081.27;1
12:10:53.244;4081.5;1
12:10:53.267;4079.7;1
12:10:53.291;4079.7;1
12:10:53.313;4080.6;1
12:10:53.336;4080.6;1
12:10:53.359;4081.22;1
12:10:53.385;4080.93;1
12:10:53.405;4081.98;1
12:10:53.428;4081.98;1
12:10:53.451;4079.85;1
12:10:53.474;4079.85;1
12:10:53.497;4078.83;1
12:10:53.521;4081.04;1
12:10:53.543;4080.41;1
12:10:53.566;4080.39;1
12:10:53.590;4080.39;1
12:10:53.613;4081.51;1
12:10:53.635;4081.51;1
12:10:53.659;4078.6;1
12:10:53.684;4078.77;1
12:10:53.705;4080.87;1
12:10:53.727;4080.4;1
12:10:53.752;4081.52;1
12:10:53.774;4080.1;1
12:10:53.798;4080.1;1
12:10:53.821;4078.82;1
12:10:53.843;4080.58;1
12:10:53.866;4080.27;1
12:10:53.888;4079.58;1
12:10:53.911;4080.63;1
12:10:53.937;4080.63;1
12:10:53.960;4079.47;1
12:10:53.985;4080.21;1
12:10:54.005;4080.39;1
12:10:54.026;4080.54;1
12:10:54.051;4079.9;1
12:10:54.072;4080.12;1
12:10:54.095;4081.98;1
12:10:54.118;4081.98;1
12:10:54.142;4079.38;1
12:10:54.164;4082.39;1
12:10:54.188;4082.39;1
12:10:54.210;4078.47;1
12:10:54.234;4078.47;1
12:10:54.256;4079.7;1
12:10:54.282;4081.18;1
12:10:54.302;4080.19;1
12:10:54.326;4083.02;1
12:10:54.348;4080.91;1
12:10:54.372;4080.41;1
12:10:54.394;4081.06;1
12:10:54.420;4081.06;1
12:10:54.443;4081.3;1
12:10:54.464;4080.77;1
12:10:54.489;4081.07;1
12:10:54.511;4082.18;1
12:10:54.535;4081.67;1
12:10:54.556;4081.7;1
12:10:54.580;4081.7;1
12:10:54.603;4081.7;1
12:10:54.625;4083.86;1
12:10:54.648;4082.66;1
12:10:54.672;4080.68;1
12:10:54.694;4079.24;1
12:10:54.719;4081.43;1
12:10:54.740;4081.43;1
12:10:54.762;4080.29;1
12:10:54.785;4080.92;1
12:10:54.808;4080.39;1
12:10:54.831;4080.39;1
12:10:54.854;4081.61;1
12:10:54.878;4081.61;1
12:10:54.900;4081.59;1
12:10:54.924;4080.81;1
12:10:54.948;4080.76;1
12:10:54.970;4081.46;1
12:10:54.994;4082.57;1
12:10:55.015;4082.57;1
12:10:55.040;4080.64;1
12:10:55.064;4080.46;1
12:10:55.086;4081.4;1
12:10:55.107;4080.99;1
12:10:55.133;4081.01;1
12:10:55.154;4080.34;1
12:10:55.177;4080.2;1
12:10:55.201;4080.2;1
12:10:55.222;4081.14;1
12:10:55.247;4081.36;1
12:10:55.269;4080.62;1
12:10:55.294;4081.85;1
12:10:55.314;4081.85;1
12:10:55.338;4082.94;1
12:10:55.361;4082.94;1
12:10:55.386;4084.11;1
12:10:55.408;4083.34;1
12:10:55.430;4082.67;1
12:10:55.454;4079.66;1
12:10:55.477;4080.76;1
12:10:55.499;4080.76;1
12:10:55.522;4080.76;1
12:10:55.545;4081.24;1
12:10:55.568;4081.61;1
12:10:55.591;4080.42;1
12:10:55.614;4080.42;1
12:10:55.637;4080.73;1
12:10:55.660;4080.18;1
12:10:55.683;4080.18;1
12:10:55.706;4080.34;1
12:10:55.729;4082.86;1
12:10:55.752;4082.78;1
12:10:55.775;4082.78;1
12:10:55.799;4082.78;1
12:10:55.822;4081.66;1
12:10:55.844;4080.61;1
12:10:55.867;4080.08;1
12:10:55.891;4080.8;1
12:10:55.913;4081.24;1
12:10:55.936;4081.24;1
12:10:55.961;4084.97;1
12:10:55.984;4081.19;1
12:10:56.006;4081.81;1
12:10:56.028;4081.36;1
12:10:56.051;4078.08;1
12:10:56.075;4082.89;1
12:10:56.099;4080.76;1
12:10:56.122;4080.76;1
12:10:56.143;4083.12;1
12:10:56.166;4082.55;1
12:10:56.190;4081.75;1
12:10:56.214;4083.44;1
12:10:56.236;4083.44;1
12:10:56.259;4080.02;1
12:10:56.287;4080.02;1
12:10:56.306;4082.31;1
12:10:56.329;4081.66;1
12:10:56.349;4081.38;1
12:10:56.375;4083.11;1
12:10:56.397;4081.8;1
12:10:56.421;4081.22;1
12:10:56.441;4081.22;1
12:10:56.465;4081.22;1
12:10:56.488;4081.64;1
12:10:56.510;4080.85;1
12:10:56.533;4081.68;1
12:10:56.558;4082.26;1
12:10:56.582;4082.26;1
12:10:56.602;4082.76;1
12:10:56.625;4082.16;1
12:10:56.648;4082.55;1
12:10:56.672;4079.95;1
12:10:56.695;4082.43;1
12:10:56.718;4082.43;1
12:10:56.740;4082.43;1
12:10:56.763;4081.96;1
12:10:56.786;4081.96;1
12:10:56.809;4082.85;1
12:10:56.832;4082.85;1
12:10:56.855;4082.85;1
12:10:56.881;4082.35;1
12:10:56.901;4081.35;1
12:10:56.924;4080.91;1
12:10:56.947;4080.91;1
12:10:56.973;4081.54;1
12:10:56.993;4082.07;1
12:10:57.016;4083.08;1
12:10:57.039;4081.79;1
12:10:57.062;4080.58;1
12:10:57.085;4081.93;1
12:10:57.110;4081.93;1
12:10:57.132;4082.73;1
12:10:57.154;4083.09;1
12:10:57.179;4083.18;1
12:10:57.201;4080.81;1
12:10:57.224;4082.42;1
12:10:57.246;4082.42;1
12:10:57.269;4081.85;1
12:10:57.292;4083.18;1
12:10:57.315;4081.36;1
12:10:57.338;4082.05;1
12:10:57.364;4082.06;1
12:10:57.385;4080.82;1
12:10:57.407;4080.82;1
12:10:57.433;4081.71;1
12:10:57.456;4082.22;1
12:10:57.476;4082.11;1
12:10:57.499;4082.86;1
12:10:57.523;4082.86;1
12:10:57.546;4084.31;1
12:10:57.568;4080.91;1
12:10:57.593;4082.87;1
12:10:57.616;4083.1;1
12:10:57.638;4081.21;1
12:10:57.660;4082.26;1
12:10:57.683;4083.08;1
12:10:57.707;4083.08;1
12:10:57.731;4081.86;1
12:10:57.752;4082.06;1
12:10:57.778;4082.5;1
12:10:57.798;4083.4;1
12:10:57.824;4083.9;1
12:10:57.844;4083.9;1
12:10:57.867;4082.31;1
12:10:57.891;4082.97;1
12:10:57.915;4081.74;1
12:10:57.938;4081.99;1
12:10:57.962;4081.76;1
12:10:57.984;4081.76;1
12:10:58.006;4082.08;1
12:10:58.028;4082.79;1
12:10:58.053;4083.26;1
12:10:58.075;4083.47;1
12:10:58.099;4082.8;1
12:10:58.121;4082.8;1
12:10:58.144;4083.04;1
12:10:58.168;4084.34;1
12:10:58.190;4081.32;1
12:10:58.212;4084.08;1
12:10:58.235;4081.64;1
12:10:58.261;4081.64;1
12:10:58.284;4083.59;1
12:10:58.305;4082.41;1
12:10:58.327;4080.4;1
12:10:58.350;4082.45;1
12:10:58.375;4082.8;1
12:10:58.398;4080.97;1
12:10:58.421;4080.97;1
12:10:58.442;4082.51;1
12:10:58.465;4083.55;1
12:10:58.488;4082.16;1
12:10:58.512;4081.92;1
12:10:58.535;4081.37;1
12:10:58.557;4081.37;1
12:10:58.584;4081.88;1
12:10:58.604;4082.75;1
12:10:58.627;4083.78;1
12:10:58.651;4082.11;1
12:10:58.673;4081.78;1
12:10:58.695;4081.16;1
12:10:58.719;4081.16;1
12:10:58.742;4082.2;1
12:10:58.764;4082.64;1
12:10:58.789;4082.64;1
12:10:58.810;4080.84;1
12:10:58.833;4080.84;1
12:10:58.857;4080.65;1
12:10:58.882;4082.96;1
12:10:58.904;4082.64;1
12:10:58.925;4081.75;1
12:10:58.948;4083.59;1
12:10:58.971;4082.61;1
12:10:58.997;4082.61;1
12:10:59.020;4082.61;1
12:10:59.041;4081.68;1
12:10:59.064;4083.62;1
12:10:59.086;4082.7;1
12:10:59.111;4082.32;1
12:10:59.134;4082.21;1
12:10:59.157;4082.72;1
12:10:59.183;4084.16;1
12:10:59.201;4084.16;1
12:10:59.224;4082.7;1
12:10:59.248;4083.12;1
12:10:59.272;4081.58;1
12:10:59.294;4082.19;1
12:10:59.316;4082.98;1
12:10:59.340;4082.98;1
12:10:59.362;4084.48;1
12:10:59.386;4083.09;1
12:10:59.409;4079.93;1
12:10:59.433;4081.79;1
12:10:59.456;4080.78;1
12:10:59.478;4081.75;1
12:10:59.500;4081.75;1
12:10:59.523;4083.4;1
12:10:59.547;4082.66;1
12:10:59.570;4081.76;1
12:10:59.592;4082.16;1
12:10:59.616;4081.93;1
12:10:59.638;4081.93;1
12:10:59.661;4083.43;1
12:10:59.685;4083.43;1
12:10:59.707;4082.16;1
12:10:59.730;4082.6;1
12:10:59.753;4082.6;1
12:10:59.776;4083.13;1
12:10:59.799;4083.13;1
12:10:59.822;4084.75;1
12:10:59.845;4083.98;1
12:10:59.868;4082.59;1
12:10:59.891;4082.59;1
12:10:59.914;4083.94;1
12:10:59.937;4084.64;1
12:10:59.960;4083.35;1
12:10:59.983;4083.97;1
12:11:00.007;4081.61;1
12:11:00.031;4081.61;1
12:11:00.052;4082.93;1
12:11:00.075;4082.56;1
12:11:00.098;4082.56;1
12:11:00.121;4083.34;1
12:11:00.144;4082.54;1
12:11:00.167;4083.69;1
12:11:00.191;4083.69;1
12:11:00.213;4084.85;1
12:11:00.236;4084.85;1
12:11:00.260;4083.14;1
12:11:00.286;4083.48;1
12:11:00.306;4082.17;1
12:11:00.330;4081.8;1
12:11:00.353;4082.69;1
12:11:00.376;4083.07;1
12:11:00.400;4082.64;1
12:11:00.421;4082.64;1
12:11:00.443;4082.17;1
12:11:00.466;4082.71;1
12:11:00.489;4082.71;1
12:11:00.512;4082.64;1
12:11:00.536;4082.64;1
12:11:00.561;4085.91;1
12:11:00.582;4081.7;1
12:11:00.604;4083.75;1
12:11:00.629;4085.38;1
12:11:00.652;4083.41;1
12:11:00.674;4083.12;1
12:11:00.696;4081.34;1
12:11:00.722;4081.34;1
12:11:00.742;4082.74;1
12:11:00.766;4084.65;1
12:11:00.788;4080.11;1
12:11:00.812;4084.76;1
12:11:00.836;4084.76;1
12:11:00.857;4083.63;1
12:11:00.886;4083.66;1
12:11:00.905;4083.66;1
12:11:00.928;4082.7;1
12:11:00.952;4081.09;1
12:11:00.974;4082.92;1
12:11:00.997;4081.62;1
12:11:01.021;4083.07;1
12:11:01.041;4083.71;1
12:11:01.064;4082.27;1
12:11:01.087;4082.27;1
12:11:01.110;4083.22;1
12:11:01.133;4082.96;1
12:11:01.156;4082.76;1
12:11:01.182;4082.72;1
12:11:01.203;4084.06;1
12:11:01.225;4084.72;1
12:11:01.248;4084.72;1
12:11:01.272;4083;1
12:11:01.294;4082.08;1
12:11:01.317;4083.24;1
12:11:01.340;4083.39;1
12:11:01.363;4083.08;1
12:11:01.386;4083.08;1
12:11:01.409;4083.99;1
12:11:01.432;4083.3;1
12:11:01.455;4081.88;1
12:11:01.480;4083.86;1
12:11:01.501;4083.47;1
12:11:01.524;4083.74;1
12:11:01.547;4085.89;1
12:11:01.570;4085.89;1
12:11:01.594;4085.89;1
12:11:01.617;4085.22;1
12:11:01.639;4080.93;1
12:11:01.663;4081.84;1
12:11:01.686;4082.96;1
12:11:01.708;4082.47;1
12:11:01.731;4082.88;1
12:11:01.755;4082.88;1
12:11:01.777;4083.86;1
12:11:01.801;4083.71;1
12:11:01.824;4084.23;1
12:11:01.847;4082.49;1
12:11:01.869;4083.04;1
12:11:01.895;4082.36;1
12:11:01.916;4082.36;1
12:11:01.939;4081.6;1
12:11:01.963;4083.62;1
12:11:01.987;4082.66;1
12:11:02.010;4082.84;1
12:11:02.031;4082.69;1
12:11:02.055;4082.73;1
12:11:02.077;4083.29;1
12:11:02.100;4083.29;1
12:11:02.124;4084.84;1
12:11:02.148;4084.22;1
12:11:02.169;4086.26;1
12:11:02.192;4081.82;1
12:11:02.217;4082.52;1
12:11:02.241;4082.52;1
12:11:02.264;4080.43;1
12:11:02.286;4082.72;1
12:11:02.307;4082.57;1
12:11:02.332;4082.12;1
12:11:02.354;4083.08;1
12:11:02.376;4084.95;1
12:11:02.401;4082.3;1
12:11:02.422;4082.79;1
12:11:02.446;4082.79;1
12:11:02.470;4084.63;1
12:11:02.492;4082.81;1
12:11:02.516;4082.75;1
12:11:02.538;4080.72;1
12:11:02.563;4081.07;1
12:11:02.585;4084.09;1
12:11:02.607;4084.09;1
12:11:02.631;4082.14;1
12:11:02.654;4082.83;1
12:11:02.676;4084.07;1
12:11:02.698;4083.93;1
12:11:02.721;4083.28;1
12:11:02.744;4080.37;1
12:11:02.769;4082.95;1
12:11:02.790;4082.95;1
12:11:02.813;4079.74;1
12:11:02.836;4081.65;1
12:11:02.859;4084.62;1
12:11:02.883;4082.83;1
12:11:02.907;4081.86;1
12:11:02.929;4081.86;1
12:11:02.952;4081.3;1
12:11:02.974;4082.32;1
12:11:02.998;4082.46;1
12:11:03.020;4083.43;1
12:11:03.043;4083.43;1
12:11:03.065;4083.43;1
12:11:03.088;4084.59;1
12:11:03.111;4084.55;1
12:11:03.134;4084.82;1
12:11:03.160;4082.07;1
12:11:03.181;4081.9;1
12:11:03.203;4082.89;1
12:11:03.226;4082.89;1
12:11:03.252;4083.45;1
12:11:03.274;4084.09;1
12:11:03.296;4082.27;1
12:11:03.320;4082.68;1
12:11:03.341;4082.9;1
12:11:03.366;4081.82;1
12:11:03.389;4081.82;1
12:11:03.413;4083.98;1
12:11:03.435;4081.57;1
12:11:03.457;4085.46;1
12:11:03.482;4087.03;1
12:11:03.503;4081.27;1
12:11:03.525;4081.27;1
12:11:03.551;4082.69;1
12:11:03.573;4080.9;1
12:11:03.594;4080.97;1
12:11:03.617;4082.82;1
12:11:03.640;4083.41;1
12:11:03.665;4084.21;1
12:11:03.686;4083.36;1
12:11:03.709;4083.36;1
12:11:03.732;4082.88;1
12:11:03.755;4082.93;1
12:11:03.783;4082.74;1
12:11:03.801;4083.08;1
12:11:03.824;4083.21;1
12:11:03.847;4083.21;1
12:11:03.870;4083.91;1
12:11:03.894;4083.91;1
12:11:03.916;4082.95;1
12:11:03.940;4082.95;1
12:11:03.962;4085.89;1
12:11:03.985;4085.89;1
12:11:04.008;4083.58;1
12:11:04.032;4083.58;1
12:11:04.055;4082.29;1
12:11:04.077;4082.41;1
12:11:04.100;4083.28;1
12:11:04.123;4083.68;1
12:11:04.146;4084.18;1
12:11:04.169;4084.18;1
12:11:04.193;4084.17;1
12:11:04.215;4084.17;1
12:11:04.239;4082.69;1
12:11:04.261;4083.7;1
12:11:04.285;4083.7;1
12:11:04.307;4083.38;1
12:11:04.330;4083.38;1
12:11:04.355;4083.16;1
12:11:04.376;4083.16;1
12:11:04.400;4083.02;1
12:11:04.422;4083.14;1
12:11:04.445;4084.31;1
12:11:04.468;4084.31;1
12:11:04.492;4085.5;1
12:11:04.514;4085.5;1
12:11:04.537;4081.57;1
12:11:04.560;4085.39;1
12:11:04.584;4084.95;1
12:11:04.607;4082.03;1
12:11:04.630;4082.51;1
12:11:04.653;4084.36;1
12:11:04.676;4083.01;1
12:11:04.698;4083.01;1
12:11:04.721;4084.6;1
12:11:04.744;4084.31;1
12:11:04.767;4083.87;1
12:11:04.790;4083.87;1
12:11:04.813;4083.87;1
12:11:04.836;4083.8;1
12:11:04.860;4082.81;1
12:11:04.882;4082.92;1
12:11:04.905;4082.95;1
12:11:04.928;4084.21;1
12:11:04.951;4083.97;1
12:11:04.975;4083.22;1
12:11:04.999;4083.22;1
12:11:05.020;4084.2;1
12:11:05.043;4083.73;1
12:11:05.066;4085.19;1
12:11:05.091;4085.19;1
12:11:05.112;4083.09;1
12:11:05.135;4083.09;1
12:11:05.159;4082.37;1
12:11:05.183;4081.95;1
12:11:05.205;4083.21;1
12:11:05.227;4083.12;1
12:11:05.250;4083.38;1
12:11:05.273;4084.24;1
12:11:05.296;4084.24;1
12:11:05.321;4083.86;1
12:11:05.342;4083.91;1
12:11:05.365;4082.88;1
12:11:05.389;4082.88;1
12:11:05.411;4083.39;1
12:11:05.436;4083.39;1
12:11:05.458;4082.7;1
12:11:05.483;4083.37;1
12:11:05.503;4083.34;1
12:11:05.526;4083.5;1
12:11:05.550;4084.51;1
12:11:05.573;4084.57;1
12:11:05.595;4083.7;1
12:11:05.618;4083.7;1
12:11:05.641;4085.7;1
12:11:05.665;4084.16;1
12:11:05.688;4084.18;1
12:11:05.711;4082.24;1
12:11:05.735;4083.14;1
12:11:05.757;4084.49;1
12:11:05.783;4084.5;1
12:11:05.803;4083.95;1
12:11:05.826;4083.95;1
12:11:05.850;4083.9;1
12:11:05.872;4083.73;1
12:11:05.895;4083.02;1
12:11:05.918;4082.93;1
12:11:05.941;4083.21;1
12:11:05.964;4083.21;1
12:11:05.988;4083.11;1
12:11:06.009;4083.48;1
12:11:06.035;4083.22;1
12:11:06.057;4083.47;1
12:11:06.081;4084.19;1
12:11:06.101;4083.62;1
12:11:06.124;4083.62;1
12:11:06.147;4082.99;1
12:11:06.173;4082.75;1
12:11:06.193;4084.19;1
12:11:06.216;4083.02;1
12:11:06.239;4082.91;1
12:11:06.262;4083.03;1
12:11:06.286;4082.45;1
12:11:06.308;4083.15;1
12:11:06.331;4083.15;1
12:11:06.354;4083.88;1
12:11:06.377;4084.3;1
12:11:06.400;4084.22;1
12:11:06.424;4083.4;1
12:11:06.447;4083.4;1
12:11:06.470;4084.28;1
12:11:06.492;4083.5;1
12:11:06.515;4082.68;1
12:11:06.538;4082.77;1
12:11:06.563;4083.36;1
12:11:06.585;4083.23;1
12:11:06.608;4083.23;1
12:11:06.630;4083.25;1
12:11:06.656;4083.47;1
12:11:06.679;4083.26;1
12:11:06.701;4082.3;1
12:11:06.723;4082.3;1
12:11:06.746;4083.43;1
12:11:06.769;4084.2;1
12:11:06.791;4085.31;1
12:11:06.814;4084.32;1
12:11:06.837;4085.03;1
12:11:06.863;4081.51;1
12:11:06.884;4084.27;1
12:11:06.907;4084.27;1
12:11:06.929;4083.97;1
12:11:06.955;4084.26;1
12:11:06.977;4083.77;1
12:11:07.001;4082.81;1
12:11:07.021;4084.27;1
12:11:07.046;4084.27;1
12:11:07.069;4085;1
12:11:07.090;4083.07;1
12:11:07.113;4083.8;1
12:11:07.136;4083.28;1
12:11:07.160;4081.9;1
12:11:07.183;4083.7;1
12:11:07.205;4083.7;1
12:11:07.228;4083.97;1
12:11:07.254;4082.93;1
12:11:07.276;4083.56;1
12:11:07.297;4083.29;1
12:11:07.320;4083.2;1
12:11:07.345;4084.77;1
12:11:07.366;4084.77;1
12:11:07.392;4083.21;1
12:11:07.412;4084.62;1
12:11:07.438;4083.58;1
12:11:07.459;4083.51;1
12:11:07.483;4083.3;1
12:11:07.506;4083.3;1
12:11:07.527;4082.03;1
12:11:07.553;4082.97;1
12:11:07.575;4082.85;1
12:11:07.596;4082.92;1
12:11:07.619;4082.44;1
12:11:07.642;4084.71;1
12:11:07.665;4084.18;1
12:11:07.688;4084.18;1
12:11:07.711;4082.53;1
12:11:07.734;4082.53;1
12:11:07.757;4082.92;1
12:11:07.780;4082.41;1
12:11:07.803;4083.66;1
12:11:07.828;4083.14;1
12:11:07.851;4083.14;1
12:11:07.873;4083.05;1
12:11:07.895;4082.54;1
12:11:07.918;4083.16;1
12:11:07.941;4084.11;1
12:11:07.964;4085.55;1
12:11:07.988;4083.92;1
12:11:08.010;4083.92;1
12:11:08.033;4083.92;1
12:11:08.056;4083.23;1
12:11:08.083;4081.61;1
12:11:08.103;4081.61;1
12:11:08.126;4084.08;1
12:11:08.148;4083.3;1
12:11:08.171;4083.72;1
12:11:08.194;4083.72;1
12:11:08.217;4083.4;1
12:11:08.240;4083.1;1
12:11:08.264;4083.36;1
12:11:08.287;4083.09;1
12:11:08.309;4084.37;1
12:11:08.333;4084.37;1
12:11:08.356;4083.24;1
12:11:08.384;4084.53;1
12:11:08.402;4082.35;1
12:11:08.425;4083.95;1
12:11:08.449;4086.27;1
12:11:08.472;4083.9;1
12:11:08.494;4083.08;1
12:11:08.517;4083.08;1
12:11:08.541;4083.65;1
12:11:08.564;4081.77;1
12:11:08.587;4083.58;1
12:11:08.609;4084.41;1
12:11:08.633;4083.98;1
12:11:08.658;4084.06;1
12:11:08.679;4083.18;1
12:11:08.704;4083.18;1
12:11:08.725;4083.18;1
12:11:08.747;4083.77;1
12:11:08.772;4083.19;1
12:11:08.796;4084.02;1
12:11:08.817;4084.85;1
12:11:08.839;4084.89;1
12:11:08.864;4084.89;1
12:11:08.886;4084.75;1
12:11:08.909;4084.69;1
12:11:08.934;4084.05;1
12:11:08.956;4084.14;1
12:11:08.977;4084;1
12:11:09.002;4083.79;1
12:11:09.024;4083.79;1
12:11:09.047;4083.27;1
12:11:09.070;4083.61;1
12:11:09.093;4084.46;1
12:11:09.117;4082.99;1
12:11:09.139;4083.59;1
12:11:09.163;4083.28;1
12:11:09.184;4083.92;1
12:11:09.207;4083.92;1
12:11:09.232;4082.91;1
12:11:09.254;4082.76;1
12:11:09.276;4083.86;1
12:11:09.300;4082.82;1
12:11:09.324;4083.18;1
12:11:09.345;4082.38;1
12:11:09.369;4082.38;1
12:11:09.391;4084.68;1
12:11:09.414;4082.31;1
12:11:09.437;4085.15;1
12:11:09.460;4083.35;1
12:11:09.484;4085.29;1
12:11:09.506;4084.85;1
12:11:09.530;4084.85;1
12:11:09.552;4082.97;1
12:11:09.574;4085.16;1
12:11:09.597;4085.15;1
12:11:09.620;4084.52;1
12:11:09.644;4085.43;1
12:11:09.667;4081.52;1
12:11:09.689;4081.52;1
12:11:09.712;4084.65;1
12:11:09.735;4086.03;1
12:11:09.758;4083.77;1
12:11:09.781;4086.81;1
12:11:09.806;4084.36;1
12:11:09.828;4082.98;1
12:11:09.851;4082.98;1
12:11:09.873;4084.49;1
12:11:09.898;4083.93;1
12:11:09.922;4083.49;1
12:11:09.943;4083.46;1
12:11:09.967;4083.38;1
12:11:09.988;4083.38;1
12:11:10.011;4084.63;1
12:11:10.034;4084.43;1
12:11:10.057;4083.93;1
12:11:10.084;4082.87;1
12:11:10.103;4083.3;1
12:11:10.127;4084.45;1
12:11:10.151;4084.45;1
12:11:10.173;4084.6;1
12:11:10.195;4085.8;1
12:11:10.218;4082.11;1
12:11:10.241;4084.33;1
12:11:10.264;4083.66;1
12:11:10.287;4081.99;1
12:11:10.310;4081.99;1
12:11:10.336;4083.07;1
12:11:10.358;4084.1;1
12:11:10.383;4083.99;1
12:11:10.403;4084.82;1
12:11:10.425;4083.76;1
12:11:10.450;4083.76;1
12:11:10.473;4084.12;1
12:11:10.494;4083.51;1
12:11:10.517;4083.51;1
12:11:10.540;4083.45;1
12:11:10.563;4083.75;1
12:11:10.586;4083.75;1
12:11:10.609;4084.15;1
12:11:10.632;4084.15;1
12:11:10.655;4083.84;1
12:11:10.681;4083.63;1
12:11:10.704;4084.67;1
12:11:10.725;4084.34;1
12:11:10.749;4084.84;1
12:11:10.770;4084.42;1
12:11:10.794;4083.01;1
12:11:10.817;4083.64;1
12:11:10.839;4083.64;1
12:11:10.865;4083.81;1
12:11:10.886;4083.48;1
12:11:10.908;4083.9;1
12:11:10.934;4084.95;1
12:11:10.955;4083.93;1
12:11:10.979;4085.26;1
12:11:11.000;4085.26;1
12:11:11.023;4082.69;1
12:11:11.046;4082.79;1
12:11:11.069;4083.84;1
12:11:11.095;4084;1
12:11:11.115;4083.38;1
12:11:11.141;4084.18;1
12:11:11.162;4083.51;1
12:11:11.184;4083.85;1
12:11:11.208;4083.85;1
12:11:11.230;4084.46;1
12:11:11.256;4083.98;1
12:11:11.278;4083.72;1
12:11:11.300;4085.08;1
12:11:11.322;4086.54;1
12:11:11.347;4084.24;1
12:11:11.370;4084.24;1
12:11:11.393;4086.19;1
12:11:11.417;4085.34;1
12:11:11.439;4081.4;1
12:11:11.461;4083.81;1
12:11:11.483;4084.6;1
12:11:11.507;4083.54;1
12:11:11.531;4083.54;1
12:11:11.553;4083.77;1
12:11:11.575;4083.53;1
12:11:11.599;4084.53;1
12:11:11.623;4083.82;1
12:11:11.645;4083.82;1
12:11:11.669;4083.23;1
12:11:11.692;4083.61;1
12:11:11.713;4084.02;1
12:11:11.739;4084.21;1
12:11:11.761;4083.91;1
12:11:11.786;4083.62;1
12:11:11.806;4083.62;1
12:11:11.828;4082.92;1
12:11:11.851;4083.94;1
12:11:11.877;4083.67;1
12:11:11.900;4084.87;1
12:11:11.920;4084.43;1
12:11:11.946;4084.59;1
12:11:11.967;4082.68;1
12:11:11.989;4082.68;1
12:11:12.012;4084.93;1
12:11:12.036;4083.89;1
12:11:12.058;4083.31;1
12:11:12.083;4083.31;1
12:11:12.105;4084.15;1
12:11:12.128;4082.47;1
12:11:12.152;4083.61;1
12:11:12.175;4083.8;1
12:11:12.197;4084.1;1
12:11:12.221;4084.1;1
12:11:12.242;4084.1;1
12:11:12.265;4083.9;1
12:11:12.289;4084.89;1
12:11:12.311;4083.88;1
12:11:12.336;4083.88;1
12:11:12.358;4083.88;1
12:11:12.384;4084.41;1
12:11:12.406;4085.43;1
12:11:12.427;4085.46;1
12:11:12.449;4083.42;1
12:11:12.472;4083.65;1
12:11:12.496;4084.65;1
12:11:12.521;4084.65;1
12:11:12.541;4084.71;1
12:11:12.564;4084.17;1
12:11:12.589;4083.8;1
12:11:12.612;4084.2;1
12:11:12.633;4084.45;1
12:11:12.657;4084.24;1
12:11:12.683;4084.53;1
12:11:12.702;4084.53;1
12:11:12.726;4084.5;1
12:11:12.750;4084.34;1
12:11:12.771;4084.81;1
12:11:12.796;4085.32;1
12:11:12.820;4083.98;1
12:11:12.843;4083.98;1
12:11:12.865;4084.67;1
12:11:12.889;4083.91;1
12:11:12.909;4084.23;1
12:11:12.935;4084.15;1
12:11:12.956;4084.96;1
12:11:12.981;4085.63;1
12:11:13.003;4085.63;1
12:11:13.024;4086.82;1
12:11:13.048;4086.28;1
12:11:13.071;4082.73;1
12:11:13.095;4085.22;1
12:11:13.118;4084.78;1
12:11:13.141;4084.78;1
12:11:13.164;4085.33;1
12:11:13.186;4085.57;1
12:11:13.210;4084.82;1
12:11:13.231;4084.06;1
12:11:13.256;4085.93;1
12:11:13.280;4085.21;1
12:11:13.303;4085.21;1
12:11:13.326;4085.01;1
12:11:13.346;4085.01;1
12:11:13.370;4085.44;1
12:11:13.394;4085.15;1
12:11:13.415;4084.1;1
12:11:13.440;4085.26;1
12:11:13.462;4085.26;1
12:11:13.485;4084.5;1
12:11:13.508;4084.62;1
12:11:13.531;4084.4;1
12:11:13.555;4084.91;1
12:11:13.578;4084.14;1
12:11:13.600;4083.91;1
12:11:13.625;4083.91;1
12:11:13.645;4084.28;1
12:11:13.668;4084.83;1
12:11:13.691;4085.97;1
12:11:13.714;4084.11;1
12:11:13.738;4084.43;1
12:11:13.763;4085.67;1
12:11:13.786;4085.67;1
12:11:13.806;4086.55;1
12:11:13.831;4087.02;1
12:11:13.852;4087.91;1
12:11:13.878;4085.17;1
12:11:13.900;4084.6;1
12:11:13.922;4082.66;1
12:11:13.945;4083.76;1
12:11:13.968;4083.76;1
12:11:13.990;4083.87;1
12:11:14.015;4083.77;1
12:11:14.037;4084.62;1
12:11:14.059;4084.26;1
